"Gene","Module","kME","kWithin","z.kWithin","GS.virus","hubness"
"Yellow_G73","blue",0.183455596018143,6.27044333580277,-0.473433107348906,0,1.98743609743496
"Yellow_G79","blue",-0.0206160376863443,6.23021162060383,-0.479511875152525,0,0.622890091022836
"Yellow_G56","blue",0.145515071546616,6.82259556532675,-0.39000625917876,0,1.98030880180287
"Yellow_G26","blue",0.244941892546616,2.08143400046259,-1.10636697434432,0,0.175661489882888
"Blue_G46","turquoise",-0.7519656316432,16.0923216165539,1.01059304388173,0,0.11300512277987
"Blue_G90","turquoise",-0.805733465633994,10.6779176042386,0.192509484105679,0,-0.412832066130161
"Yellow_G36","blue",-0.242519193935447,1.55411207831741,-1.18604211388604,0,-0.136179638322369
"Yellow_G70","blue",0.247845165030929,5.57319964340669,-0.5787823942897,0,2.13227382315801
"Blue_G15","turquoise",-0.830127136409069,19.018970793285,1.45279195834581,0,1.76815811037303
"Blue_G49","turquoise",-0.730170828414791,11.2961095324487,0.285914529629544,0,-1.24041161511996
"Blue_G91","turquoise",-0.672810876347266,10.8361987801852,0.216424808409042,0,-2.07684709870952
"Blue_G32","turquoise",-0.656981427995001,8.89268196946285,-0.0772287769872336,0,-2.71474760361482
"Blue_G24","turquoise",-0.822642678039438,13.3498317566095,0.596219483620998,0,0.402096666515283
"Blue_G82","turquoise",-0.818097087631007,14.361238013615,0.749036825885981,0,0.570619894952542
"Blue_G17","turquoise",-0.902125213980707,20.1016938483985,1.61638483563466,0,2.93131240588029
"Yellow_G51","blue",0.263830100501976,3.29014206360036,-0.92373852756188,0,1.00037193291446
"Blue_G53","turquoise",-0.816053619342525,14.8752754990012,0.826704767721596,0,0.659681175428417
"Yellow_G1","blue",0.17221314439023,2.39550116654765,-1.05891333315773,0,-0.250002597771741
"Blue_G14","turquoise",-0.801883231342506,18.7083963136441,1.40586604086675,0,1.3374502307536
"Yellow_G48","blue",0.394213660317997,0.887057880369803,-1.28682995158329,0,0.745017534228881
"Yellow_G37","blue",-0.0388717528075619,0.659679430342032,-1.32118545431119,0,-2.30990027855216
"Blue_G8","turquoise",-0.793185701965932,14.98221040151,0.84286198198004,0,0.391265629159272
"Yellow_G29","blue",0.330635313274406,4.33121497652187,-0.766438733779949,0,2.12727421257562
"Blue_G25","turquoise",-0.799192344567517,15.5558061484926,0.92952881539265,0,0.596597816076604
"Blue_G7","turquoise",-0.77196818986369,10.8319992289652,0.215790281727298,0,-0.810011055936644
"Blue_G95","turquoise",-0.750047847892546,17.1993180303645,1.17785347823602,0,0.336546523476986
"Yellow_G31","blue",-0.0637033874726546,1.89833672986884,-1.13403185981868,0,-1.41962167891668
"Yellow_G8","blue",0.294600415825101,2.00688553815739,-1.11763079419961,0,0.543731747197257
"Blue_G75","turquoise",-0.817980124471527,14.1778212856416,0.721323672341905,0,0.528023530460215
"Yellow_G34","blue",0.396728576539371,3.20768175870763,-0.936197778776496,0,2.05020554831797
"Blue_G10","turquoise",-0.822157745621033,16.7912819047793,1.11620169802593,0,1.16707378263729
"Blue_G44","turquoise",-0.826191178534818,15.287275108229,0.888955406236345,0,0.881617984811563
"Yellow_G20","blue",0.0400638003445941,4.71211957161932,-0.70888636303266,0,-0.0570619894220873
"Blue_G67","turquoise",-0.701872178964171,12.4336134293806,0.457784459384429,0,-1.34732684174169
"Blue_G71","turquoise",-0.801471215198096,10.4819948196496,0.162906741367378,0,-0.511230473287533
"Blue_G69","turquoise",-0.691243314135813,10.8792524288327,0.222929953216629,0,-1.83153125460258
"Blue_G3","turquoise",-0.76174666234159,16.3374157494007,1.04762527868052,0,0.292982525212159
"Blue_G96","turquoise",-0.714822046549008,16.2019014430991,1.02714989009709,0,-0.3373394678124
"Yellow_G16","blue",-0.081428054427203,3.90148458070436,-0.831368386453583,0,-0.16478243052306
"Blue_G27","turquoise",-0.78852990339583,16.3263319001256,1.04595057637711,0,0.632936272017602
"Yellow_G14","blue",0.0210520563175235,1.65434156501672,-1.17089804722848,0,-1.90624487249614
"Blue_G94","turquoise",-0.507195990556456,3.54123985357357,-0.885799176636838,0,-5.82900893132594
"Blue_G65","turquoise",-0.736227527546551,16.5952690614101,1.08658534795293,0,0.0244883508221924
"Blue_G98","turquoise",-0.676040736173867,10.0217574183935,0.0933676654681088,0,-2.21805574625015
"Yellow_G13","blue",0.204399600202082,2.31699734496065,-1.07077478377609,0,-0.0281429487304754
"Blue_G48","turquoise",-0.766290743113195,9.7607581875458,0.0539322669671777,0,-1.12264913199767
"Yellow_G30","blue",0.209973430874937,5.43012746695048,-0.600399731147824,0,1.74090913786478
"Yellow_G65","blue",0.173303398125913,4.54919126119839,-0.733503841128916,0,0.951044697823164
"Blue_G34","turquoise",-0.760311203743953,6.09208175536228,-0.500382458805161,0,-2.02119582799072
"Blue_G93","turquoise",-0.799069719937341,15.5961408583024,0.935623145056393,0,0.604068399216442
"Blue_G79","turquoise",-0.804112380465669,17.5506940086785,1.23094425434085,0,1.10652736831172
"Blue_G33","turquoise",-0.50341145833098,3.89357489495503,-0.832563491927759,0,-5.79844313208842
"Yellow_G40","blue",0.0371993511990638,3.99532230814241,-0.817190075797562,0,-0.477418422885083
"Blue_G54","turquoise",-0.71511307227462,4.70806997761082,-0.709498232090564,0,-2.9092133421132
"Yellow_G69","blue",0.0905115310806019,2.52443678843185,-1.03943194383159,0,-0.852099240752114
"Yellow_G27","blue",-0.0987092465738107,1.76169902090598,-1.1546769877208,0,-1.20669875304513
"Yellow_G6","blue",0.139193640325905,4.26642577655579,-0.776227988372465,0,0.513369997936235
"Blue_G100","turquoise",-0.794030085260631,17.8232794366129,1.27213025684832,0,1.03870234939734
"Blue_G43","turquoise",-0.740344698464886,13.0299933406844,0.547893841637507,0,-0.72179618226785
"Blue_G1","turquoise",-0.705262347392227,4.36469102555213,-0.761380706101256,0,-3.1121059704061
"Yellow_G9","blue",0.14192041763941,0.290589814362638,-1.37695265347661,0,-1.66476546335111
"Blue_G76","turquoise",-0.862324008799412,16.9783103741027,1.14446056375067,0,1.7225303212155
"Yellow_G7","blue",0.124928383040077,2.28779165305039,-1.07518758643162,0,-0.699385251615716
"Yellow_G50","blue",0.0522911698646217,2.92009145940351,-0.979650926210016,0,-0.94815410039565
"Blue_G50","turquoise",-0.711296749005314,14.6612511212137,0.794366984198054,0,-0.727648773474723
"Yellow_G46","blue",-0.0285263843637547,4.19183500601858,-0.787498200744635,0,-0.440140098080098
"Blue_G66","turquoise",-0.717990852564365,15.9205142461947,0.984633993759221,0,-0.359879297342257
"Yellow_G55","blue",0.0381529222717533,1.83115146451484,-1.14418314533788,0,-1.66741963858797
"Yellow_G64","blue",0.482056985185006,2.32895787108782,-1.06896762092517,0,2.267192332111
"Blue_G80","turquoise",-0.707471273132935,15.3529866634445,0.898884023104768,0,-0.621551911414698
"Yellow_G77","blue",0.023108976558545,1.28827687229484,-1.22620819886273,0,-2.0919053922619
"Yellow_G67","blue",0.481803836915932,1.14488721853592,-1.24787350461297,0,1.60972642828078
"Yellow_G59","blue",0.0494327869311092,4.85363910669147,-0.687503620857097,0,0.0984966702011135
"Yellow_G57","blue",0.0108367987754387,3.76307382413286,-0.852281411080071,0,-0.823272323891912
"Yellow_G54","blue",0.0410778942761486,0.449202270915002,-1.35298727468588,0,-2.40821358710813
"Yellow_G4","blue",0.149487754475831,5.32257352381914,-0.616650478684341,0,1.1827981457378
"Blue_G40","turquoise",-0.811773801410453,18.5791562302373,1.38633864925381,0,1.43494548156228
"Yellow_G5","blue",-0.0989479235467869,0.780733142132509,-1.30289497372637,0,-1.74769274236446
"Blue_G64","turquoise",-0.82777629970478,15.022605132624,0.848965380498274,0,0.842576010353734
"Blue_G42","turquoise",-0.620250222732905,3.84450616294356,-0.839977479296699,0,-4.31559518174971
"Yellow_G78","blue",0.142340127721081,2.19310078740044,-1.08949480108959,0,-0.608272242285325
"Yellow_G62","blue",-0.123211172183835,2.86367599739079,-0.988174959858928,0,-0.394790037498221
"Yellow_G21","blue",0.110268234695271,0.816720314353071,-1.2974575305859,0,-1.63446123349251
