Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,model_id,contrast_name,comparison_label,padj_plot,log_padj,significant,direction
Gene_0985,8954.668191432862,3.2200657220994744,0.18781584743237015,17.144803093673843,6.873129803937073e-66,1.620225799114766e-63,Lung,Treatment vs Control,Lung | Treatment vs Control,1.620225799114766e-63,62.79042445676844,TRUE,Up
Gene_0939,2229.2729411356495,-2.9578103153396187,0.17571998939269085,-16.83252045235242,1.409712194572426e-63,3.1154639500050615e-61,Lung,Treatment vs Control,Lung | Treatment vs Control,3.1154639500050615e-61,60.50647726973564,TRUE,Down
Ifit2,833.4996373196775,3.809131165519743,0.2277367042533604,16.726030957583497,8.469778568389138e-63,1.7617139422249406e-60,Lung,Treatment vs Control,Lung | Treatment vs Control,1.7617139422249406e-60,59.75406460863614,TRUE,Up
Gene_1781,1132.0778485625522,2.936290462767231,0.17567089654995022,16.714723499645412,1.023937765661043e-62,2.0114688552096934e-60,Lung,Treatment vs Control,Lung | Treatment vs Control,2.0114688552096934e-60,59.696486687485105,TRUE,Up
Gene_0211,3557.8531409381103,3.1399358782770777,0.188214416025569,16.68275971937514,1.7494672467835738e-62,3.255850623487746e-60,Lung,Treatment vs Control,Lung | Treatment vs Control,3.255850623487746e-60,59.48733552850125,TRUE,Up
Irf7,1806.0596867913778,3.7292975945147537,0.2238697039119669,16.65833978134549,2.6323042439453154e-62,4.653913903295318e-60,Lung,Treatment vs Control,Lung | Treatment vs Control,4.653913903295318e-60,59.33218165535733,TRUE,Up
Fos,1125.2107648242102,2.8759732176468904,0.173288301840727,16.59646489172858,7.391813499105559e-62,1.2446405968017742e-59,Lung,Treatment vs Control,Lung | Treatment vs Control,1.2446405968017742e-59,58.90495603761199,TRUE,Up
Gene_1885,848.69300841788845,3.0315033731722334,0.18356689600474527,16.51443391565475,2.888585984021653e-61,4.642745472500256e-59,Lung,Treatment vs Control,Lung | Treatment vs Control,4.642745472500256e-59,58.333225124845264,TRUE,Up
Gene_2931,1652.4683141637206,-3.269345715776252,0.19881064679654545,-16.444520293331998,9.180841163766341e-61,1.4114545371772948e-58,Lung,Treatment vs Control,Lung | Treatment vs Control,1.4114545371772948e-58,57.85033310587768,TRUE,Down
Gene_0988,15290.732432827588,2.7387480421308137,0.16774696748154544,16.326662015109843,6.377980551450925e-60,9.396891345804363e-58,Lung,Treatment vs Control,Lung | Treatment vs Control,9.396891345804363e-58,57.02701579476755,TRUE,Up
Gene_0876,817.9557508413492,2.964677701862668,0.1829215769932793,16.207370123271968,4.473041186181674e-59,6.326669453735359e-57,Lung,Treatment vs Control,Lung | Treatment vs Control,6.326669453735359e-57,56.1988248553099,TRUE,Up
Gene_0755,974.8523513558428,3.2763052205007064,0.20462725180880165,16.011089390781635,1.0692122124858302e-57,1.4541286089807291e-55,Lung,Treatment vs Control,Lung | Treatment vs Control,1.4541286089807291e-55,54.83739718102815,TRUE,Up
Gene_2538,3199.696299153457,2.601541718686433,0.16300187931863944,15.960194628191283,2.419756512543538e-57,3.168984825316278e-55,Lung,Treatment vs Control,Lung | Treatment vs Control,3.168984825316278e-55,54.49907984042383,TRUE,Up
Gene_3176,3695.34299986652,2.868770200892834,0.18285366335995823,15.688885572095378,1.8019127306645287e-55,2.197090832975784e-53,Lung,Treatment vs Control,Lung | Treatment vs Control,2.197090832975784e-53,52.658151987938524,TRUE,Up
Cxcl9,1263.5600169592003,2.820495163738885,0.17976144082065293,15.69021226611595,1.7646451332110392e-55,2.197090832975784e-53,Lung,Treatment vs Control,Lung | Treatment vs Control,2.197090832975784e-53,52.658151987938524,TRUE,Up
Gene_0279,1666.8521238628084,2.796119490382108,0.1785119317032275,15.663487945615874,2.6874529345000467e-55,3.1676111921307216e-53,Lung,Treatment vs Control,Lung | Treatment vs Control,3.1676111921307216e-53,52.49926813120972,TRUE,Up
Gene_0166,852.5223221484051,2.79832874793573,0.17928613765363596,15.608171298451635,6.404654558480448e-55,7.305438231866731e-53,Lung,Treatment vs Control,Lung | Treatment vs Control,7.305438231866731e-53,52.136353726892864,TRUE,Up
Gene_0757,2794.7032824213015,2.7175362623647037,0.17437198645733967,15.58470668125096,9.24868920673596e-55,1.0219801573443237e-52,Lung,Treatment vs Control,Lung | Treatment vs Control,1.0219801573443237e-52,51.99055753633392,TRUE,Up
Gene_2742,954.2667792767735,-2.989218447627548,0.19265773377359563,-15.515694019012852,2.7168131522149015e-54,2.9111064564339066e-52,Lung,Treatment vs Control,Lung | Treatment vs Control,2.9111064564339066e-52,51.53594191252875,TRUE,Down
Gene_1999,1772.6571311413131,2.9634288441109677,0.1915841195273513,15.468029664577168,5.702591769387436e-54,5.930695440162933e-52,Lung,Treatment vs Control,Lung | Treatment vs Control,5.930695440162933e-52,51.226894377779644,TRUE,Up
Gene_3378,607.9628317810477,3.0682785836072424,0.19894816204945417,15.422502786653215,1.1553852565185192e-53,1.1672692191569953e-51,Lung,Treatment vs Control,Lung | Treatment vs Control,1.1672692191569953e-51,50.93282896665386,TRUE,Up
Gene_3316,999.3355123211803,2.891115567473994,0.18818041078229703,15.36353096188466,2.874812754051149e-53,2.8237049717569065e-51,Lung,Treatment vs Control,Lung | Treatment vs Control,2.8237049717569065e-51,50.5491806814982,TRUE,Up
Icam1,2386.908367517265,2.8323808028098556,0.18457137882257094,15.345720560134257,3.783350136266803e-53,3.6156556977944367e-51,Lung,Treatment vs Control,Lung | Treatment vs Control,3.6156556977944367e-51,50.44181293208695,TRUE,Up
Gene_2681,1630.8528142767684,2.5099574800504807,0.16531759911290386,15.18263931679955,4.6085831152037236e-52,4.288407867200096e-50,Lung,Treatment vs Control,Lung | Treatment vs Control,4.288407867200096e-50,49.3677039159341,TRUE,Up
Gene_1183,1457.6644448771058,3.14762096727771,0.2086611934345699,15.084841198632905,2.0376429538547218e-51,1.847462944828281e-49,Lung,Treatment vs Control,Lung | Treatment vs Control,1.847462944828281e-49,48.733424263633,TRUE,Up
Gene_3303,4539.874685128062,-2.850993452783173,0.18909881727383432,-15.076738680256495,2.303705129660121e-51,2.036475334619547e-49,Lung,Treatment vs Control,Lung | Treatment vs Control,2.036475334619547e-49,48.69112084563371,TRUE,Down
Gene_3401,1212.83243110846,3.399177154988971,0.23247524550671017,14.621673578965451,2.043154886424792e-48,1.7620965069263572e-46,Lung,Treatment vs Control,Lung | Treatment vs Control,1.7620965069263572e-46,45.7539703097277,TRUE,Up
Cdk2,689.0036417377314,-2.634582342140751,0.18141260498544254,-14.522598043020015,8.714372803843171e-48,7.336671960568917e-46,Lung,Treatment vs Control,Lung | Treatment vs Control,7.336671960568917e-46,45.134500898793526,TRUE,Down
Gene_0127,755.0551209889319,3.05134496258019,0.21049194878210736,14.496254988540285,1.2794239777642918e-47,1.0521030663661712e-45,Lung,Treatment vs Control,Lung | Treatment vs Control,1.0521030663661712e-45,44.97794171364086,TRUE,Up
Gene_1118,1291.7451238736921,2.4544952156768565,0.17005696383143443,14.433370797504217,3.190969589303131e-47,2.564379197221789e-45,Lung,Treatment vs Control,Lung | Treatment vs Control,2.564379197221789e-45,44.59101775486132,TRUE,Up
Gene_1729,3800.64931368236,-2.4025936283930966,0.16683491796464972,-14.401023824653883,5.098263845218253e-47,4.006102434820388e-45,Lung,Treatment vs Control,Lung | Treatment vs Control,4.006102434820388e-45,44.3972779501227,TRUE,Down
Gene_0962,1512.679193945967,-2.6921842544824255,0.18734232977995516,-14.37040020610696,7.937126253852525e-47,6.101234442091853e-45,Lung,Treatment vs Control,Lung | Treatment vs Control,6.101234442091853e-45,44.21458228676788,TRUE,Down
Oas1a,17447.375018984043,2.399908457627638,0.16740162610408438,14.336231454140476,1.299213462684725e-46,9.774508093730186e-45,Lung,Treatment vs Control,Lung | Treatment vs Control,9.774508093730186e-45,44.00990508943635,TRUE,Up
Gene_1313,2057.286472112421,2.7996557571572427,0.19596810860434533,14.28628248287928,2.664585545939499e-46,1.962911352175431e-44,Lung,Treatment vs Control,Lung | Treatment vs Control,1.962911352175431e-44,43.7070993133039,TRUE,Up
Gene_0099,927.787285063379,-2.525872829151931,0.17687961418332376,-14.280180566959142,2.9084687072432002e-46,2.0988459895534607e-44,Lung,Treatment vs Control,Lung | Treatment vs Control,2.0988459895534607e-44,43.67801942818321,TRUE,Down
Gene_2685,7389.387981477292,2.313547297384433,0.16273402922827523,14.216739475792757,7.2136441296457e-46,5.101489128485439e-44,Lung,Treatment vs Control,Lung | Treatment vs Control,5.101489128485439e-44,43.292303034512685,TRUE,Up
Gene_3345,571.2226656707878,3.038273441759915,0.21430884510068063,14.177079067047176,1.2702464305344466e-45,8.807041918372163e-44,Lung,Treatment vs Control,Lung | Treatment vs Control,8.807041918372163e-44,43.055169936565335,TRUE,Up
Gene_0516,846.9674777512249,2.4982725849546323,0.1773554653667169,14.086245269008025,4.6145222981449306e-45,3.1378751627385527e-43,Lung,Treatment vs Control,Lung | Treatment vs Control,3.1378751627385527e-43,42.50336433838204,TRUE,Up
Gene_3111,319.0444232688576,3.081173585515576,0.2190264051149505,14.067589631024166,6.008255511685486e-45,4.00852669609809e-43,Lung,Treatment vs Control,Lung | Treatment vs Control,4.00852669609809e-43,42.397015219730434,TRUE,Up
Gene_3008,1513.7465816921806,2.6901626094945037,0.19178025609568808,14.02731784940498,1.0608853894961485e-44,6.946834698626632e-43,Lung,Treatment vs Control,Lung | Treatment vs Control,6.946834698626632e-43,42.158213035130025,TRUE,Up
Gene_0986,420.42141065322306,2.7571228383080997,0.19759872243806498,13.953141013714236,3.010493430759865e-44,1.9354735947576153e-42,Lung,Treatment vs Control,Lung | Treatment vs Control,1.9354735947576153e-42,41.71321274928911,TRUE,Up
Gene_1142,9198.923659322618,2.1864621363827865,0.15692810374444324,13.932890822050783,3.998384975760173e-44,2.524694513265709e-42,Lung,Treatment vs Control,Lung | Treatment vs Control,2.524694513265709e-42,41.59779116377472,TRUE,Up
Gene_2395,2438.0492557618304,2.6523875372274843,0.19087157041863567,13.896189628502787,6.680426316615203e-44,4.1442083255353264e-42,Lung,Treatment vs Control,Lung | Treatment vs Control,4.1442083255353264e-42,41.3825584211305,TRUE,Up
Gene_1569,1465.4232094306574,2.845563672185648,0.20501437796885374,13.879824919489073,8.394875194737022e-44,5.1179790842396745e-42,Lung,Treatment vs Control,Lung | Treatment vs Control,5.1179790842396745e-42,41.29090149328624,TRUE,Up
Gene_2786,776.5956147997374,-2.7555517858748027,0.19860956279171244,-13.874215053605596,9.078144369347382e-44,5.440731947459719e-42,Lung,Treatment vs Control,Lung | Treatment vs Control,5.440731947459719e-42,41.26434267027251,TRUE,Down
Gene_0983,714.6347432301505,3.00886618163979,0.21731255179959974,13.845800238977876,1.3487032608873594e-43,7.948357884162837e-42,Lung,Treatment vs Control,Lung | Treatment vs Control,7.948357884162837e-42,41.0997225865021,TRUE,Up
Gene_0925,393.1324126823606,-3.019846730621092,0.2186396824670153,-13.81197912724135,2.15819615553042e-43,1.2510461649107484e-41,Lung,Treatment vs Control,Lung | Treatment vs Control,1.2510461649107484e-41,40.90272666409069,TRUE,Down
Gene_2971,4455.0835223909435,2.85269958767427,0.2066764845750585,13.802729389072118,2.4538304062040582e-43,1.3994748897318629e-41,Lung,Treatment vs Control,Lung | Treatment vs Control,1.3994748897318629e-41,40.854034889515596,TRUE,Up
Gene_1982,5367.368459461004,2.2821688725968703,0.1655332386641742,13.786771110222908,3.0615939909481526e-43,1.7183803733321694e-41,Lung,Treatment vs Control,Lung | Treatment vs Control,1.7183803733321694e-41,40.764880696293744,TRUE,Up
Gene_0710,1803.1164335780097,3.0285642111938595,0.22062919462966937,13.72694224024779,7.0027093116169555e-43,3.8689968946683677e-41,Lung,Treatment vs Control,Lung | Treatment vs Control,3.8689968946683677e-41,40.41240161885175,TRUE,Up
Gene_0866,400.6660603361202,3.3598565881770326,0.24621926752427348,13.645790688764038,2.1388100096055275e-42,1.1635126452254069e-40,Lung,Treatment vs Control,Lung | Treatment vs Control,1.1635126452254069e-40,39.93422889237573,TRUE,Up
Gene_1024,1031.898570349752,-2.721262840351447,0.200049674297204,-13.602935620422956,3.846774792901002e-42,2.0609387375299913e-40,Lung,Treatment vs Control,Lung | Treatment vs Control,2.0609387375299913e-40,39.685934917657036,TRUE,Down
Gene_1799,2104.4777044289044,2.4307721156752224,0.17878092566969045,13.596372804144858,4.2079037528121944e-42,2.2207683089468536e-40,Lung,Treatment vs Control,Lung | Treatment vs Control,2.2207683089468536e-40,39.65349674869809,TRUE,Up
Gene_3069,7513.429191148292,3.046673992091581,0.22679865001554844,13.433386803152104,3.853751266084647e-41,2.0039506583640165e-39,Lung,Treatment vs Control,Lung | Treatment vs Control,2.0039506583640165e-39,38.69811297595052,TRUE,Up
Gene_0618,1316.443386272917,2.6154066384374333,0.1960012928209923,13.343823404400094,1.286863450879551e-40,6.594708930884191e-39,Lung,Treatment vs Control,Lung | Treatment vs Control,6.594708930884191e-39,38.18080436804794,TRUE,Up
Gene_0098,567.9173899580969,-2.8258688021627654,0.21277986824180936,-13.280715067232602,2.995201689238633e-40,1.513004739021115e-38,Lung,Treatment vs Control,Lung | Treatment vs Control,1.513004739021115e-38,37.82015971168104,TRUE,Down
Gene_1522,529.1421808909143,2.9156602732363104,0.21991782504424026,13.257953386224036,4.058203268918262e-40,2.0210995435063343e-38,Lung,Treatment vs Control,Lung | Treatment vs Control,2.0210995435063343e-38,37.694412296019145,TRUE,Up
Gene_1919,2159.4036565919873,2.9618850290441796,0.22542547925263237,13.139087200186545,1.9658378424269087e-39,9.654448070585487e-38,Lung,Treatment vs Control,Lung | Treatment vs Control,9.654448070585487e-38,37.01527254909853,TRUE,Up
Gene_2016,351.52967783090287,-2.9127850081622846,0.22205223926344717,-13.117566469151878,2.611880591298138e-39,1.2651520234013995e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,1.2651520234013995e-37,36.897857285588984,TRUE,Down
Stat2,244.7101209958805,3.4196953691936867,0.26095092228440625,13.104745287953477,3.092988649130141e-39,1.4779470085573212e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,1.4779470085573212e-37,36.83034113718863,TRUE,Up
Gene_1079,469.07237656381915,2.569715053727711,0.19656286261654343,13.073248016034107,4.682277322736029e-39,2.20753768175928e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,2.20753768175928e-37,36.656091874459136,TRUE,Up
Gene_1956,484.0436227488177,3.105981705703754,0.23772967757206306,13.065182847279289,5.205939138129653e-39,2.422131683214007e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,2.422131683214007e-37,36.6158022494099,TRUE,Up
Gene_2019,3632.0009252060586,-2.3122517762114105,0.17702630079663656,-13.061628502691633,5.4548272247316425e-39,2.5049700086559857e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,2.5049700086559857e-37,36.60119746945868,TRUE,Down
Gene_0503,855.2182026502319,-2.3837734450414825,0.1828206181911284,-13.03886546619914,7.354324803342103e-39,3.333960577515087e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,3.333960577515087e-37,36.47703953980162,TRUE,Down
Gene_1241,494.204072127815,2.6787182294904177,0.20574033798693075,13.019898070064306,9.429669694116051e-39,4.220672409923336e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,4.220672409923336e-37,36.37461835456999,TRUE,Up
Cxcl10,305.9772918436979,2.883595958377466,0.2215705063941366,13.014349271053407,1.0140241881200374e-38,4.4819869114905655e-37,Lung,Treatment vs Control,Lung | Treatment vs Control,4.4819869114905655e-37,36.348529416046325,TRUE,Up
Gene_0349,406.05276884281153,3.099311477474799,0.23999867117517656,12.91386932393718,3.7592551307346106e-38,1.641077301515751e-36,Lung,Treatment vs Control,Lung | Treatment vs Control,1.641077301515751e-36,35.78487096140209,TRUE,Up
Gene_0458,3479.6485160161833,2.359912996595398,0.18290857273935826,12.902145379255874,4.3773839685485023e-38,1.8876133796082324e-36,Lung,Treatment vs Control,Lung | Treatment vs Control,1.8876133796082324e-36,35.72408695299182,TRUE,Up
Gene_1627,6080.671575845856,2.2861073975131174,0.177592952844059,12.872737126683766,6.409002556086395e-38,2.7303895226893366e-36,Lung,Treatment vs Control,Lung | Treatment vs Control,2.7303895226893366e-36,35.56377539124236,TRUE,Up
Gene_0337,3198.638840223078,2.1329942750806588,0.16608488837983384,12.842795608246611,9.440283557086592e-38,3.973909840221213e-36,Lung,Treatment vs Control,Lung | Treatment vs Control,3.973909840221213e-36,35.4007819903562,TRUE,Up
Gene_1405,417.6282208484476,-3.067080118476514,0.24097015585492607,-12.728049693933976,4.1302756498632336e-37,1.7181946703431052e-35,Lung,Treatment vs Control,Lung | Treatment vs Control,1.7181946703431052e-35,34.76492763243364,TRUE,Down
Gene_1630,1185.4510059700126,2.8425191500652285,0.22463615825286562,12.653880711695118,1.0648232910273378e-36,4.3612809188592255e-35,Lung,Treatment vs Control,Lung | Treatment vs Control,4.3612809188592255e-35,34.36038593864619,TRUE,Up
Ube2c,794.1373990889417,-2.3989095418445965,0.18958801958874638,-12.653276019488478,1.0730527147645718e-36,4.3612809188592255e-35,Lung,Treatment vs Control,Lung | Treatment vs Control,4.3612809188592255e-35,34.36038593864619,TRUE,Down
Gene_2920,839.4887080176903,2.968780511312598,0.23550731074993878,12.605895340823807,1.9593482029260847e-36,7.873017324484813e-35,Lung,Treatment vs Control,Lung | Treatment vs Control,7.873017324484813e-35,34.10385879289687,TRUE,Up
Gene_2986,302.6291861078299,3.1693721426058343,0.2520361464146964,12.575069836970917,2.895443222815909e-36,1.1503693523457364e-34,Lung,Treatment vs Control,Lung | Treatment vs Control,1.1503693523457364e-34,33.939162697097174,TRUE,Up
Gene_3071,1870.155220860511,2.6298576839682326,0.2105422943910785,12.490875961878327,8.37266834633306e-36,3.289528363625967e-34,Lung,Treatment vs Control,Lung | Treatment vs Control,3.289528363625967e-34,33.48286636459036,TRUE,Up
Gene_2582,1498.2403797494048,2.057332388447512,0.16509534483182411,12.461480307292932,1.211016102209226e-35,4.70566256858442e-34,Lung,Treatment vs Control,Lung | Treatment vs Control,4.70566256858442e-34,33.32737921822584,TRUE,Up
Gene_2559,290.834883041746,-2.9796249998562288,0.23948307685966896,-12.441902112366018,1.547737324268867e-35,5.948694759363819e-34,Lung,Treatment vs Control,Lung | Treatment vs Control,5.948694759363819e-34,33.22557831511016,TRUE,Down
Gene_2235,356.6472108539513,-2.5378208738000434,0.2044072680352873,-12.415511924761567,2.1530526404886672e-35,8.18623025458917e-34,Lung,Treatment vs Control,Lung | Treatment vs Control,8.18623025458917e-34,33.08691604409202,TRUE,Down
Gene_2115,7952.083367142546,2.230979152919731,0.18001401668584785,12.393363550201387,2.8388181852863376e-35,1.0678788407630308e-33,Lung,Treatment vs Control,Lung | Treatment vs Control,1.0678788407630308e-33,32.97147801863044,TRUE,Up
Gene_3126,640.511326779664,2.741970065473428,0.22214889526195933,12.342938110225937,5.317922310504088e-35,1.979386662099206e-33,Lung,Treatment vs Control,Lung | Treatment vs Control,1.979386662099206e-33,32.70346936051146,TRUE,Up
Gene_1871,263.3742114719117,3.2168713516253873,0.2608061260419089,12.334339689200663,5.917200791112993e-35,2.179502291393286e-33,Lung,Treatment vs Control,Lung | Treatment vs Control,2.179502291393286e-33,32.661642670055826,TRUE,Up
Gene_1833,416.79929144815446,-2.5462723399675276,0.2100894518568815,-12.119943754730322,8.281595425415812e-34,3.0189403530175575e-32,Lung,Treatment vs Control,Lung | Treatment vs Control,3.0189403530175575e-32,31.520145467503976,TRUE,Down
Gene_2154,3583.0362509390975,2.137411325996893,0.17669103555287172,12.096886066171196,1.096936987077221e-33,3.957927741127606e-32,Lung,Treatment vs Control,Lung | Treatment vs Control,3.957927741127606e-32,31.4025321388603,TRUE,Up
Gene_3477,281.2778594140057,-2.698705475637558,0.224780656418533,-12.005950683819837,3.306423938190033e-33,1.1809611157010055e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,1.1809611157010055e-31,30.92776440172137,TRUE,Down
Gene_1614,489.3337756588659,2.7582321141261814,0.23013191101813635,11.985439576473205,4.235913926578885e-33,1.4978191644382937e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,1.4978191644382937e-31,30.82454061696186,TRUE,Up
Gene_0357,855.7054070354191,2.3698043970636515,0.19814674226572027,11.959845364935035,5.76692114412372e-33,2.0189933827347996e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,2.0189933827347996e-31,30.69486510445729,TRUE,Up
Gene_3494,3554.199134069454,2.682277931982933,0.224736246433838,11.935226179781337,7.754781612212341e-33,2.6883242922336113e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,2.6883242922336113e-31,30.5705183435674,TRUE,Up
Gene_1477,203.56746708908605,-3.1791085972407735,0.2664160780595703,-11.932870645028897,7.977422794843458e-33,2.7386569905404338e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,2.7386569905404338e-31,30.562462358561667,TRUE,Down
Gene_1727,1234.5836338302058,2.346084796589499,0.19697431825427864,11.910612598546399,1.0420882240629337e-32,3.5430999618139747e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,3.5430999618139747e-31,30.450616594702726,TRUE,Up
Gene_3185,4032.94900284569,2.250771175901821,0.190359203954725,11.823810612473164,2.940378290294086e-32,9.902073937599894e-31,Lung,Treatment vs Control,Lung | Treatment vs Control,9.902073937599894e-31,30.004273835167556,TRUE,Up
Gene_2810,205.1419334354208,-3.0557233577921856,0.25868232084058373,-11.812648610321205,3.358131629829254e-32,1.1202220229317209e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,1.1202220229317209e-30,29.950695893599338,TRUE,Down
Gene_2469,193.65214793056344,-3.3871804001821255,0.28789663482137634,-11.765265690874367,5.894050010370683e-32,1.9477907323991342e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,1.9477907323991342e-30,29.71045770487338,TRUE,Down
Socs3,736.9674661856158,2.2574057907505543,0.19194085750151638,11.76094459582541,6.203632951748797e-32,2.031115381239236e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,2.031115381239236e-30,29.69226540499883,TRUE,Up
Gene_0206,453.94868274376614,-2.530493873112028,0.21546372672144978,-11.744407801798747,7.5449167562917e-32,2.4475986835089407e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,2.4475986835089407e-30,29.611259789069504,TRUE,Down
Gene_3309,495.3310869955536,2.7425820166730817,0.23397409404332073,11.721733672640218,9.863258705539236e-32,3.170589343889704e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,3.170589343889704e-30,29.498860004340578,TRUE,Up
Gene_0041,1909.9038819676887,2.6471403415095707,0.22605684046964855,11.710065203114207,1.1319253995154467e-31,3.605845236654612e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,3.605845236654612e-30,29.442992917189123,TRUE,Up
Gene_1113,16058.88359282962,2.1510672898293315,0.18381870642834303,11.70211308536147,1.2431867205674747e-31,3.924918074934456e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,3.924918074934456e-30,29.40616940388057,TRUE,Up
Gene_0679,252.32519036724352,-3.0782244601987387,0.2631298801160511,-11.698498318933279,1.2972887120639301e-31,4.059480429962882e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,4.059480429962882e-30,29.391529547910398,TRUE,Down
Gene_0013,286.37060092681554,3.2735131177902153,0.280861245222258,11.655268120739613,2.1570040595630534e-31,6.690496802293822e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,6.690496802293822e-30,29.174541632533515,TRUE,Up
Il6,9126.909655566193,1.9888186340228755,0.17110107941852642,11.623647499955695,3.1250338229527513e-31,9.608799650400807e-30,Lung,Treatment vs Control,Lung | Treatment vs Control,9.608799650400807e-30,29.017330861838964,TRUE,Up
Irf9,3929.530171686335,1.9967061253090128,0.17198451955131572,11.609801454910874,3.6746785499109626e-31,1.1201433924556175e-29,Lung,Treatment vs Control,Lung | Treatment vs Control,1.1201433924556175e-29,28.950726378610096,TRUE,Up
Gene_0897,196.96930217199048,-2.821306291935301,0.24451719179749276,-11.538273735254922,8.4606094223487e-31,2.556984180976496e-29,Lung,Treatment vs Control,Lung | Treatment vs Control,2.556984180976496e-29,28.592271958769075,TRUE,Down
Gene_2746,344.0490726531541,3.0478932420340508,0.2646788756696005,11.515438224237984,1.1029738975761647e-30,3.305182798160439e-29,Lung,Treatment vs Control,Lung | Treatment vs Control,3.305182798160439e-29,28.480804516197402,TRUE,Up
