"WellName","FieldIndex","ObjectNumber","(nucleus) MeanIntensity CH1","(nucleus) Area","(nucleus) Sphericity"
"C3",1,80,1331.40147744093,367.088083532642,0.939712194467908
"C3",1,81,1044.90291734237,222.571040437041,0.957657875692701
"C3",1,82,1202.13072527607,440.223135558947,0.870359316452776
"C3",1,83,1542.7940119592,194.978912513333,0.929905670472499
"C3",1,84,1210.34313093493,252.556906243584,0.874567911868095
"C3",1,85,1915.38709079076,657.865414555569,0.353403955678199
"C3",1,86,1556.918435455,401.603996344911,0.596752067642519
"C3",1,87,1158.6970633673,449.777324019667,0.55798733291508
"C3",1,88,1039.96079518048,263.853235420478,0.9175198895164
"C3",1,89,874.906862502856,198.841654092662,0.873877342647512
"C3",1,90,1356.55200907404,408.063248683875,0.980774008016704
"C3",1,91,1412.46286207586,216.851473209537,0.929937960407147
"C3",1,92,1022.92262838449,357.305414500958,0.883151890845659
"C3",1,93,931.682911818159,259.229176312021,0.931623701895471
"C3",1,94,1239.8024019965,202.303592753352,0.845346852724784
"C3",1,95,1124.75077660701,319.904852416165,0.893801244287285
"C3",1,96,1487.18147747427,198.749994920489,0.963151105440624
"C3",1,97,1226.771854723,246.670312906621,0.891502230977805
"C3",1,98,825.295295033131,238.446236689507,0.9409720667398
"C3",1,99,1236.83391938899,241.782737498572,0.890013509991454
"C3",1,100,1104.79858680758,253.751092368222,0.79658881198622
"C3",1,101,748.311188181644,279.552934903849,0.860390435449526
"C3",1,102,1330.03915842137,130.6341714427,0.790023106006574
"C3",1,103,1021.96936156801,264.187837703446,0.96509487199203
"C3",1,104,1082.64266651434,350.774578561271,0.505494840624938
"C3",1,105,1317.1855242443,414.791115243214,0.570698425853691
"C3",1,106,1347.843404335,338.731699488734,0.85658313197342
"C3",1,107,1447.98897898464,251.491464613294,0.854259469139979
"C3",1,108,725.632717193025,214.151573022821,0.865020751046243
"C3",1,109,1416.20529143845,389.064224436284,0.652679655050018
"C3",1,110,942.599619110155,204.792795884498,0.942313954045991
"C3",1,111,1340.87431885939,252.313993082136,0.926714932079297
"C3",1,112,1356.77554065316,373.548710556955,0.633659691507736
"C3",1,113,1535.29179533772,265.941487883295,0.880900875146992
"C3",1,114,857.537777060933,257.182355574318,0.934180962160191
"C3",1,115,1226.39016484857,334.977262405037,0.90943331750422
"C3",1,116,1392.15917568923,136.039064966056,0.732790458383423
"C3",1,117,1347.842769887,290.857599089989,0.862602199997322
"C3",1,118,1048.24738329455,219.124195176687,0.902252381936362
"C3",1,119,1376.72640583116,322.471667952835,0.909253352767345
"C3",1,120,1011.50836359154,231.637006352204,0.885538871160256
"C3",1,121,1046.86259957335,255.171457450378,0.855157894029606
"C3",1,122,1110.01581481969,192.758618924407,0.805909862677988
"C3",1,123,919.768020209823,250.581452654763,0.919135596574849
"C3",1,124,1354.30145851136,730.58857874443,0.413425546177661
"C3",1,125,1308.64956204917,193.844523720188,0.924712239743158
"C3",1,126,1438.56241060601,228.848021295764,0.830434868403743
"C3",1,127,1318.18001188785,229.394514483005,0.84359988291094
"C3",1,128,1141.65189752991,404.016681305298,0.894990065639761
"C3",1,129,1223.63589494514,256.158014878818,0.836423390896573
"C3",1,130,1303.31691435714,415.954282605566,0.401278461195947
"C3",1,131,958.614906433303,355.389044448422,0.93526179335251
"C3",1,132,1527.41010457617,499.509224986285,0.940539120288729
"C3",1,133,957.367671753903,253.742782821494,0.853651636109797
"C3",1,134,988.806696281413,361.103045389812,0.887757422914503
"C3",1,135,1624.71123344411,416.0374990167,0.848971219267294
"C3",1,136,1297.49850996762,388.880292514699,0.914239211253884
"C3",1,137,1334.73060671371,171.347285910351,0.77866447645491
"C3",1,138,966.581710053292,289.206814618277,0.860874279706829
"C3",1,139,1095.02665222851,283.235294745036,0.865160210524672
"C3",1,140,1191.47576471562,186.165527383718,0.852206346295731
"C3",1,141,1167.78841614118,217.14405864552,0.919636841798664
"C3",1,142,932.071341106103,253.976999366531,0.925695398151635
"C3",1,143,1762.29287697594,397.68692270296,0.916941370248715
"C3",1,144,1418.34027058314,206.799790910445,0.862069963616281
"C3",1,145,1141.78419531171,226.900948888833,0.819622366729413
"C3",1,146,1133.14459967853,215.177026426679,0.923889404841951
"C3",1,147,1132.56642609704,261.158921670452,0.892032347367256
"C3",1,148,1512.37563795775,455.715811153872,0.898227344251283
"C3",1,149,1533.68779206612,464.940498458366,0.946445759319302
"C3",1,150,1123.89422932764,193.447171076447,0.859791787451928
"C3",1,151,1226.17224381988,263.477111940813,0.951480689655826
"C3",1,152,1049.98230477554,218.18695301143,0.881406382715418
"C3",1,153,1336.4276761977,211.825950582853,0.867906548020979
"C3",1,154,1092.2369036984,264.589289807193,0.89074142352821
"C3",1,155,887.884522557758,346.398147899092,0.917550887797928
"C3",1,156,1110.71660476277,249.737326950616,0.890675295963492
"C3",1,157,1187.10811622378,255.072404403143,0.859477175075346
"C3",1,158,1342.02655808635,211.076831151605,0.887326907454415
"C3",1,159,1093.74302894947,211.934881280225,0.785613100448791
"C3",1,160,806.485404909989,227.671377604865,0.87711697431574
"C3",1,161,1223.86752209968,349.81757443689,0.920518479789256
"C3",1,162,907.841687313163,249.214412539384,0.892383310146056
"C3",1,163,934.915946124392,265.031764727467,0.930974747501755
"C3",1,164,926.360776220206,211.709212119872,0.921869209528851
"C3",1,165,1276.01927888799,409.453018020681,0.929054103586001
"C3",1,166,1316.3690878679,272.608011324863,0.929522022526147
"C3",1,167,977.043299970731,235.934156474563,0.821763865738158
"C3",1,168,1036.94556935747,181.148502253984,0.90018718560083
"C3",1,169,1192.21928245304,302.333734982902,0.973353030057307
"C3",1,170,1243.97126493717,192.068911639128,0.878378164783001
"C3",1,171,1141.78072319422,379.948160499668,0.583960183181542
"C3",1,172,1270.13356544297,479.821251123853,0.906452717894097
"C3",1,173,1116.68217682747,456.682221109916,0.925065550133461
"C3",1,174,964.102244664825,259.831278273068,0.887758644727327
"C3",1,175,1301.41705469134,281.597688784863,0.87082653165678
"C3",1,176,773.506879402684,224.729683742857,0.903238237996454
"C3",1,177,1173.77723113463,440.717914560241,0.565586112302756
"C3",1,178,971.140452134206,412.804682078096,0.891660046964226
"C3",1,179,1076.17477175173,448.157781925542,0.90141482992619
"C3",1,180,1106.94710438924,210.966262685367,0.918510837016085
"C3",1,181,1540.35849239208,320.964433971099,0.865071724929189
"C3",1,182,1434.37088142307,252.148308199307,0.951285494573913
"C3",1,183,1118.46256208146,279.933909212092,0.99
"C3",1,184,986.305113008657,262.122596207862,0.966474239793068
"C3",1,185,1012.65955735227,196.386336625208,0.879551196718159
"C3",1,186,1309.47499105569,298.407565784216,0.81797007289354
"C3",1,187,857.121245235815,445.313238993651,0.55406484678322
"C3",1,188,1331.76591300434,504.951347109498,0.616020491545305
"C3",1,189,1055.7412196894,259.844947041957,0.935014801407105
"C3",1,190,978.236681539612,234.296425441497,0.844661395137972
"C3",1,191,1113.41231905198,1023.04915487977,0.339816634033093
"C3",1,192,1153.16537393951,295.205496989046,0.906018508569494
"C3",1,193,989.343313596231,440.22537196198,0.596956100903264
"C3",1,194,1074.03034627707,239.004469137598,0.939281924873496
"C3",1,195,935.048495905403,228.448208909315,0.936737639052253
"C3",1,196,1168.67645283874,250.551490128439,0.856441102861508
"C3",1,197,1176.53623279284,240.001711820746,0.840932772471001
"C3",1,198,1108.8741936574,288.079333475929,0.809436609991832
"C3",1,199,911.230343572939,193.901373925471,0.922721971397752
"C3",1,200,1192.83636793089,156.988392955101,0.817265020459624
"C3",1,201,1071.26671149999,252.598499221955,0.915113280997127
"C3",1,202,875.420254708963,197.804540905879,0.852339399929491
"C3",1,203,958.819395500534,251.70533468232,0.970547253747721
"C3",1,204,1209.26626720572,358.689788555427,0.522239003172746
"C3",1,205,1062.7432512624,264.704207343172,0.980056726267306
"C3",1,206,1155.40942340903,222.371158471603,0.924813090228626
"C3",1,207,1354.74661125956,242.730608772419,0.953563979028849
"C3",1,208,1188.35507857485,278.383091750837,0.914877100183248
"C3",1,209,1375.29235116763,202.790715352846,0.897090649735506
"C3",1,210,988.322035408951,219.24115251582,0.854435336923205
"C3",1,211,1357.50767660784,214.414306557037,0.874866861441389
"C3",1,212,1355.47036570675,508.717829061115,0.897880147367561
"C3",1,213,901.214565731,224.797198440358,0.912693333059327
"C3",1,214,1273.41140054751,343.35518245995,0.898505135445101
"C3",1,215,910.060327123069,229.664750095861,0.891991260490796
"C3",1,216,1264.74414638033,212.830071230121,0.908256848262393
"C3",1,217,1330.48173222522,478.790330175814,0.876403258083112
"C3",1,218,1236.80405812209,428.180209953377,0.509804690774537
"C3",1,219,974.72940479745,218.881499533361,0.834493288425479
"C3",1,220,1167.9039654193,154.185883025108,0.81808221616206
"C3",1,221,1608.9500860028,346.987680038248,0.902111956560069
"C3",1,222,1439.52999104036,455.969925028431,0.896236909495769
"C3",1,223,1224.2789861175,195.729179954885,0.866658662335129
"C3",1,224,1125.84224389948,301.252933280089,0.888850176124392
"C3",1,225,1218.57275724495,207.21776186284,0.851094771493442
"C3",1,226,1350.63030191752,407.384662682436,0.852781619144126
"C3",1,227,1557.83849464854,272.252368931909,0.813647170273203
"C3",1,228,1470.4827309097,492.213954467711,0.623627407948633
"C3",1,229,1138.9351439686,337.824121770441,0.905668383696538
"C3",1,230,1062.61136280621,199.817499987102,0.849745063100051
"C3",1,231,1098.87486527567,289.311421176935,0.952370397168566
"C3",1,232,1006.92153665084,206.635463191286,0.92810662575161
"C3",1,233,1070.97719372274,273.474089996659,0.93340720235631
"C3",1,234,1341.38060931719,213.879894097808,0.889840324487573
"C3",1,235,777.032784892208,249.505911935326,0.880970759703645
"C3",1,236,1293.61695545766,484.566751314422,0.895587619409708
"C3",1,237,1071.51257536182,198.922369140044,0.918211079530691
"C3",1,238,1189.25916150621,469.914480454661,0.93599615729885
"C3",1,239,1534.53062189652,330.742944290045,0.971526111748062
"C3",1,240,1112.3466255487,250.375477227796,0.877091831813823
"C3",1,241,924.684395105221,218.385759090621,0.854299586333183
"C3",1,242,1005.31191174432,313.558147850631,0.904538639952469
"C3",1,243,1267.36565219696,238.451232171992,0.99
"C3",1,244,1652.11105537662,425.20634498836,0.880712286971233
"C3",1,245,1062.94259883619,202.500440315729,0.951555654800314
"C3",1,246,1387.33927245563,132.633687935696,0.769060580568671
"C3",1,247,1139.79275121149,159.800911376903,0.758465554300626
"C3",1,248,1508.50853184304,336.302268463084,0.86803122950066
"C3",1,249,1232.61140957049,231.288444909728,0.890493991752708
"C3",1,250,769.088616539612,295.942272165916,0.973880301189395
"C3",1,251,1029.97517277655,262.367474636881,0.913583102425355
"C3",1,252,1039.60678505833,251.575430235936,0.921929810544688
"C3",1,253,923.5807240969,206.028062377468,0.937743110659452
"C3",1,254,1388.75633756048,455.938587200486,0.99
"C3",1,255,931.416661237378,251.877425404603,0.934902847893579
"C3",1,256,1170.42435407596,216.251888121492,0.835779989117163
"C3",1,257,1169.75399230462,206.508968578797,0.853491989904023
"C3",1,258,1452.78655209356,435.84088967153,0.430790866480613
"C3",1,259,1370.08706747662,453.096320884057,0.336358992257966
"C3",1,260,1611.33645508165,406.284785115121,0.646805044584445
"C3",1,261,1103.699209924,321.814615522406,0.877782425657292
"C3",1,262,903.726130076275,410.091793443699,0.579622800827951
"C3",1,263,1090.353261728,205.802866718415,0.953172803391476
"C3",1,264,1268.69362976711,278.279182241786,0.876967528743879
"C3",1,265,1036.41691829599,221.029635905791,0.8939264558102
"C3",1,266,1377.20149441201,263.685634685051,0.9157615280786
"C3",1,267,1335.85998820919,254.275465350339,0.910164564981793
"C3",1,268,1184.99047951118,204.631076976245,0.865155813768535
"C3",1,269,1303.95697141762,370.469348840166,0.604811170750494
"C3",1,270,1006.10802039999,213.386842919085,0.924553598770911
"C3",1,271,1066.20893669296,284.535823810746,0.887019781683533
"C3",1,272,1191.7461376985,220.924150566397,0.844992859011345
"C3",1,273,1692.15060576118,374.077197977112,0.928500011800586
"C3",1,274,1385.46847036209,444.908158926989,0.964238384516175
"C3",1,275,1152.76554993691,135.032769014529,0.842123287202521
"C3",1,276,1664.96449931425,270.141098940919,0.93926855550579
"C3",1,277,1195.8913426961,223.655084321237,0.878258921910648
"C3",1,278,1058.17939099174,408.009378303592,0.876089388622925
"C3",1,279,1659.13378581658,339.925532286351,0.873554185953635
"C3",1,280,1116.60140292368,233.788912653351,0.881473595895562
"C3",1,281,1242.15038634085,203.349500192143,0.931913352956402
"C3",1,282,1122.93474388893,261.240442755024,0.911537853909105
"C3",1,283,1096.68504658478,239.675205263928,0.816463773616284
"C3",1,284,1105.98274773661,250.030728537741,0.81627355665835
"C3",1,285,1175.80649935857,289.183359914077,0.898972465781954
"C3",1,286,1005.43958977553,241.385938558101,0.906747243627647
"C3",1,287,996.501023764108,222.505870099167,0.796163654608412
"C3",1,288,1117.17748005011,254.422686487994,0.863259874838455
"C3",1,289,1122.83782924141,217.021011201682,0.901240251826351
"C3",1,290,1058.06879236383,240.101939311578,0.965780366182941
"C3",1,291,1170.13200813053,300.156851095014,0.809420907225497
"C3",1,292,1062.43822742214,370.701301415691,0.455841679151352
"C3",1,293,1165.20558493997,380.55669260752,0.85138619187518
"C3",1,294,1958.33570300258,389.157013008056,0.907892823539198
"C3",1,295,1645.01174443187,1035.36895913528,0.469775529927283
"C3",1,296,1031.48730902506,250.903880026798,0.885568984591482
"C3",1,297,1071.63742897553,225.328121160568,0.827445209042251
"C3",1,298,1643.99508049164,416.512293849752,0.871625141241106
"C3",1,299,1381.45198677848,384.001682779495,0.874778130600485
"C3",1,300,1121.24196172561,249.685639281074,0.890883842201234
"C3",1,301,1407.27057461485,488.270053265067,0.973029833150925
"C3",1,302,1136.54729592272,359.09419939628,0.86954532613029
"C3",1,303,1353.41704306669,370.468925837297,0.903431898231241
"C3",1,304,1131.4809235863,253.049562911088,0.868257074626789
"C3",1,305,1349.70797411478,188.74923193557,0.844189746793024
"C3",1,306,917.669605276942,221.185163742563,0.928617655404087
"C3",1,307,1067.64949929369,236.620829324628,0.852721709415626
"C3",1,308,1085.23952264095,236.328091188609,0.99
"C3",1,309,929.561769320593,232.037233043019,0.904165332202225
"C3",1,310,1293.67705042626,231.940944748911,0.90271141092354
"C3",1,311,1149.07663841631,275.067213824682,0.897005465504511
"C3",1,312,887.585901267008,212.509207025308,0.982964049301803
"C3",1,313,989.038951241732,214.184893423812,0.929876719968162
"C3",1,314,1213.43824876236,393.339240500975,0.888705421031341
"C3",1,315,1729.1596695895,469.488661131522,0.847521458702512
"C3",1,316,1643.99974815138,266.382878602017,0.853257250767715
"C3",1,317,967.823985370463,210.783157088811,0.864675481259821
"C3",1,318,1448.64456946111,455.212142490129,0.954672679394024
"C3",1,319,1513.69810742752,404.608184599383,0.891495829090309
"C3",1,320,1707.35842613584,252.293894495933,0.865926061979408
"C3",1,321,766.100090120201,246.752912244081,0.935642676504612
"C3",1,322,1091.26970130096,323.671608658701,0.960533100855998
"C3",1,323,911.823736175344,265.342297612478,0.868746083216791
"C3",1,324,1065.73343648477,210.555301766342,0.879978035518093
"C3",1,325,1379.20359610285,850.895244849294,0.471075576805141
"C3",1,326,983.926781546915,244.402700070015,0.899782000355882
"C3",1,327,1471.17745233157,231.931859079723,0.918286491216815
"C3",1,328,1317.12058273331,390.424229188103,0.678564889432857
"C3",1,329,1814.5109212521,372.249494269034,0.897282605064557
"C3",1,330,1241.73768811874,229.116829847656,0.887368397960959
"C3",1,331,1183.75913097907,326.810525312098,0.921843650740251
"C3",1,332,1300.02554168885,403.574468222737,0.897779496161702
"C3",1,333,1145.63584477028,242.168356378121,0.928249427768975
"C3",1,334,991.734881397363,212.36714776928,0.889921298186088
"C3",1,335,1298.77233674426,335.314447018741,0.91995852214805
"C3",1,336,1273.47648933829,242.83327664054,0.829631668159445
"C3",1,337,1241.37906998312,296.345996354735,0.900625664623653
"C3",1,338,1227.80002999244,93.8289630723676,0.756770280572234
"C3",1,339,1002.60837181299,264.416069638179,0.846425584101711
"C3",1,340,917.643684201616,201.521352448339,0.881411885647334
"C3",1,341,1149.71596984976,208.257150180577,0.916739772544031
"C3",1,342,1289.41983504636,221.30687558917,0.904155433380921
"C3",1,343,1095.75079330402,208.191702858577,0.931206769313451
"C3",1,344,1240.00495234891,203.613089035654,0.94234046594191
"C3",1,345,2052.69248012493,736.711820120928,0.514561762675507
"C3",1,346,1524.00236990645,243.601204876342,0.885397987058609
"C3",1,347,992.777282813583,201.470916989347,0.840232971087433
"C3",1,348,1318.02916250626,264.951718886613,0.887384926353944
"C3",1,349,967.046883297103,185.383883103793,0.952634494642987
"C3",1,350,1491.57318759686,144.507735480425,0.774533563579137
"C3",1,351,1087.48018251241,206.961538516859,0.82632187570297
"C3",1,352,1143.24178681667,205.520437605381,0.92211224502914
"C3",1,353,989.371583796063,295.059765488639,0.912681868981202
"C3",1,354,1802.73484171659,843.208679149289,0.403945698032703
"C3",1,355,1202.39928070366,316.96333313575,0.90780126762852
"C3",1,356,1027.60885065566,221.500999285731,0.96162244512954
"C3",1,357,1067.16775767566,206.450149334024,0.958463824219058
"C3",1,358,1484.79645321113,400.282129473147,0.879466639790454
"C3",1,359,1427.81859171593,205.927847255299,0.900479918783613
"C3",1,360,925.59623906873,233.692687473692,0.834565988477959
"C3",1,361,1896.07519859339,474.147863197158,0.495418500552344
"C3",1,362,960.787913214382,224.485347554149,0.99
"C3",1,363,1122.40791550743,217.676858416136,0.967410435847993
"C3",1,364,1042.21469067241,427.070015839694,0.889683537362259
"C3",1,365,1004.40833713071,266.1525081706,0.868839068461375
"C3",1,366,1257.40640655028,243.086218213104,0.838501951627422
"C3",1,367,1190.54855145077,240.050988533219,0.99
"C3",1,368,1170.01192346876,199.361180723149,0.905158337617731
"C3",1,369,1017.12004952995,220.32291712498,0.87327229907848
"C3",1,370,819.630819742932,220.319145532749,0.948513030207807
"C3",1,371,1049.46059995417,399.106874687488,0.467531062535581
"C3",1,372,1063.64615737171,242.459952613574,0.93269538889229
"C3",1,373,1204.88634419952,218.948615083724,0.964839163600737
"C3",1,374,1487.29424570228,120.40893887486,0.770542342817025
"C3",1,375,1369.30974911533,357.280759799306,0.965307642474752
"C3",1,376,1067.08853998432,231.059053184006,0.928869814413416
"C3",1,377,1075.25727994831,270.800388891353,0.869453657150402
"C3",1,378,1273.44173322813,105.527386700826,0.805844073135636
"C3",1,379,1477.01322130126,271.243780947051,0.868296846316998
"C3",1,380,1278.55040457122,409.076288992114,0.875970717424653
"C3",1,381,1066.56509259193,218.137463570734,0.934847307297795
"C3",1,382,1481.319220055,432.173596784379,0.878597037209754
"C3",1,383,954.776583854014,311.411492294548,0.898900767950092
"C3",1,384,1108.90582487988,408.8146355171,0.626425607221328
"C3",1,385,1139.27277700283,255.302615519325,0.845748882198065
"C3",1,386,1162.01444748502,238.377854689769,0.971788224036242
"C4",1,1,947.385446051524,216.706711820754,0.869766869279117
"C4",1,2,1102.39814746592,291.682154659557,0.895509988639255
"C4",1,3,805.636919354664,245.912081127089,0.91991376100142
"C4",1,4,941.598319915057,276.087752656199,0.909498589001066
"C4",1,5,2069.00537172019,145.810851273129,0.755135614881039
"C4",1,6,1204.89834116986,281.801630816094,0.862920897468469
"C4",1,7,1185.75254385084,124.357692486199,0.797472052957356
"C4",1,8,1318.8337009516,322.212448906388,0.620512429716441
"C4",1,9,1091.62505168645,739.842842750264,0.423872801901159
"C4",1,10,943.011026870522,203.890556229866,0.853024300530699
"C4",1,11,2074.50192193815,413.66355403066,0.794644847656326
"C4",1,12,1265.24195425644,369.999455266445,0.851265614323256
"C4",1,13,1114.30508398599,249.744931347691,0.86903482573865
"C4",1,14,1469.24635036739,339.426536101999,0.954405053715997
"C4",1,15,847.632667007689,261.734195273578,0.908112632922892
"C4",1,16,1285.72935759298,241.432408614921,0.914222926829843
"C4",1,17,1142.90207801855,211.901359306448,0.902141547767778
"C4",1,18,913.692667945741,244.982595778302,0.865142054886608
"C4",1,19,938.622934539225,241.024189550972,0.92269836178085
"C4",1,20,899.534330763474,255.679742438596,0.861953490309133
"C4",1,21,1158.04628060049,412.323849188952,0.600476172983902
"C4",1,22,1226.66594704159,225.238087742623,0.857824896947836
"C4",1,23,1506.23106737903,399.501087219536,0.935098774046878
"C4",1,24,900.939417505442,270.67167412942,0.970370759159751
"C4",1,25,1871.60034924803,402.438998705318,0.844936071588745
"C4",1,26,1033.47989490678,202.640705987858,0.851814693566804
"C4",1,27,983.241863687703,234.469653598231,0.94186949896284
"C4",1,28,1038.86038071239,202.838220975034,0.981038509885186
"C4",1,29,1421.8877994282,276.921396933492,0.876149890725992
"C4",1,30,1217.80605184245,372.141594962007,0.856721540736539
"C4",1,31,882.854018451879,258.182726288132,0.922028869587944
"C4",1,32,1114.64467253521,182.523474439011,0.960362959183528
"C4",1,33,1702.60886430438,213.889436844331,0.874331575325587
"C4",1,34,1348.48101636671,257.677598304685,0.905561001970371
"C4",1,35,1031.73008371313,232.224029559868,0.881589226657286
"C4",1,36,1298.6506351357,363.100741747078,0.93550845234627
"C4",1,37,1492.77336700203,592.483186093019,0.446089656531237
"C4",1,38,1110.32292516578,284.978004742949,0.938343014465378
"C4",1,39,1428.21801598043,464.92654574529,0.900422098020868
"C4",1,40,987.608228982785,162.027124242806,0.790430567847537
"C4",1,41,1241.81432281023,240.979354179195,0.94045932641861
"C4",1,42,1278.36055275664,481.634278344235,0.49600909757746
"C4",1,43,1251.92455689597,259.144950371084,0.929487407591704
"C4",1,44,1175.0090466068,376.514937977866,0.823588659358845
"C4",1,45,1178.52043526474,252.860396245183,0.923208157726549
"C4",1,46,1165.13160337242,231.936779401484,0.937016068124681
"C4",1,47,1417.14357659518,402.47182579905,0.900194232461658
"C4",1,48,1207.51920192496,318.825696863264,0.92558662446268
"C4",1,49,1396.71235178907,291.512799528434,0.926444934087853
"C4",1,50,1032.99229277036,232.495426837625,0.83870197589355
"C4",1,51,1616.40055775367,295.27291007552,0.906563793129008
"C4",1,52,1523.13356032596,483.568399109689,0.600983265910371
"C4",1,53,1373.6775949116,447.160768908328,0.931419368673062
"C4",1,54,1952.62781909821,782.260272932785,0.414020594048702
"C4",1,55,1321.30561626857,211.008161546481,0.876411075245571
"C4",1,56,1658.71257237685,409.519621983412,0.499626077766713
"C4",1,57,1026.21418808028,264.896869692458,0.838950661486186
"C4",1,58,1191.8821572212,248.846424359373,0.891034639781025
"C4",1,59,1093.71723121916,260.238677276663,0.924110626637934
"C4",1,60,997.65369459031,266.334949626134,0.99
"C4",1,61,1713.45532751775,380.540643266966,0.865620386667804
"C4",1,62,968.46643571392,243.710541744434,0.837222231840422
"C4",1,63,1201.96380346353,287.908382020802,0.99
"C4",1,64,902.763152675867,272.745115740725,0.951521574467151
"C4",1,65,1371.72296087186,406.096019678907,0.897145462425702
