"WellName","FieldIndex","ObjectNumber","(Virus) MeanIntensity CH2"
"C3",1,145,321.141907095786
"C3",1,146,370.06882687736
"C3",1,147,395.220103601692
"C3",1,148,464.749176645031
"C3",1,149,412.707844233635
"C3",1,150,154.691952312218
"C3",1,151,276.508768962178
"C3",1,152,356.275819495614
"C3",1,153,306.910414865824
"C3",1,154,58.5001662555287
"C3",1,155,229.026233000674
"C3",1,156,441.74613815877
"C3",1,157,338.965659447822
"C3",1,158,143.292747486234
"C3",1,159,345.911144747544
"C3",1,160,300.955103215058
"C3",1,161,400.622464808134
"C3",1,162,572.787032210116
"C3",1,163,138.091984272457
"C3",1,164,259.392377361104
"C3",1,165,303.348447158912
"C3",1,166,63.6553999539478
"C3",1,167,316.253600484781
"C3",1,168,248.819715450508
"C3",1,169,588.272332229557
"C3",1,170,40
"C3",1,171,498.586540184898
"C3",1,172,440.962960122935
"C3",1,173,408.210995554436
"C3",1,174,337.617439126977
"C3",1,175,234.703964575496
"C3",1,176,452.675768093794
"C3",1,177,213.710352195729
"C3",1,178,403.371418143425
"C3",1,179,368.316702237756
"C3",1,180,449.14858357222
"C3",1,181,248.414428221381
"C3",1,182,250.281484642757
"C3",1,183,356.249187657465
"C3",1,184,356.68221866172
"C3",1,185,484.87980248027
"C3",1,186,378.247931406328
"C3",1,187,337.380804721718
"C3",1,188,421.114381269854
"C3",1,189,254.767062108469
"C3",1,190,451.156627553491
"C3",1,191,197.295007536609
"C3",1,192,360.577684564745
"C3",1,193,115.178508366472
"C3",1,194,349.573910984801
"C3",1,195,131.844424262956
"C3",1,196,292.22180660416
"C3",1,197,109.105345992025
"C3",1,198,243.24562041215
"C3",1,199,226.859970807886
"C3",1,200,386.572958358556
"C3",1,201,250.145344389715
"C3",1,202,227.768587775294
"C3",1,203,466.581882537771
"C3",1,204,520.300449160649
"C3",1,205,451.21764610523
"C3",1,206,141.050899383026
"C3",1,207,473.198369911431
"C3",1,208,172.575491511236
"C3",1,209,311.365877362183
"C3",1,210,408.134984397528
"C3",1,211,294.333550353197
"C3",1,212,301.952863565862
"C3",1,213,335.045891147666
"C3",1,214,371.342962652783
"C3",1,215,369.362081488791
"C3",1,216,112.836649536004
"C3",1,217,298.922211912813
"C3",1,218,354.420622784597
"C3",1,219,390.888801396722
"C3",1,220,281.916765900484
"C3",1,221,235.681803147899
"C3",1,222,155.889463808482
"C3",1,223,232.54313012962
"C3",1,224,305.417008922849
"C3",1,225,243.775274135217
"C3",1,226,391.364322574469
"C3",1,227,364.100147707731
"C3",1,228,126.951387837647
"C3",1,229,358.079821375799
"C3",1,230,385.004558986153
"C3",1,231,288.640761210258
"C3",1,232,316.820508564036
"C3",1,233,268.131403165552
"C3",1,234,284.793590865607
"C3",1,235,199.155184955922
"C3",1,236,371.024911956788
"C3",1,237,173.022008919741
"C3",1,238,249.144241360746
"C3",1,239,210.363431703381
"C3",1,240,215.4898742772
"C3",1,241,275.773323224771
"C3",1,242,261.769698068869
"C3",1,243,236.004574498156
"C3",1,244,289.587932386085
"C3",1,245,129.812287030498
"C3",1,246,333.324604102559
"C3",1,247,395.821539074822
"C3",1,248,166.028156955931
"C3",1,249,150.427925408839
"C3",1,250,587.839653213255
"C3",1,251,348.740868897526
"C3",1,252,326.383151228576
"C3",1,253,296.179105330758
"C3",1,254,379.117731334489
"C3",1,255,324.468927331188
"C3",1,256,254.490565717192
"C3",1,257,268.102871957355
"C3",1,258,278.661835239974
"C3",1,259,281.63967250731
"C3",1,260,229.796135168363
"C3",1,261,448.892182812911
"C3",1,262,331.258658679139
"C3",1,263,227.231980461411
"C3",1,264,390.94984819381
"C3",1,265,362.027417441376
"C3",1,266,303.490450258051
"C3",1,267,368.105824044808
"C3",1,268,211.234520565868
"C3",1,269,296.139169692552
"C3",1,270,200.101435480733
"C3",1,271,177.942747869168
"C3",1,272,280.232161978197
"C3",1,273,340.162976149818
"C3",1,274,210.439336317979
"C3",1,275,298.993024605865
"C3",1,276,100.346465493652
"C3",1,277,266.391529767833
"C3",1,278,460.480072967131
"C3",1,279,181.830092278433
"C3",1,280,176.848157594397
"C3",1,281,293.616624979149
"C3",1,282,384.160487957975
"C3",1,283,468.333099862435
"C3",1,284,638.448887432458
"C3",1,285,416.10718856897
"C3",1,286,400.57442318644
"C3",1,287,563.350894047913
"C3",1,288,283.889083535664
"C3",1,289,294.398071338719
"C3",1,290,350.392417953494
"C3",1,291,149.589434619137
"C3",1,292,99.7476013486416
"C3",1,293,536.814724884592
"C3",1,294,251.000510898754
"C3",1,295,265.054297184834
"C3",1,296,200.845308081268
"C3",1,297,337.288711599919
"C3",1,298,390.936862692283
"C3",1,299,292.566651455191
"C3",1,300,321.764563225685
"C3",1,301,434.167149791448
"C3",1,302,318.707830758345
"C3",1,303,252.638783338759
"C3",1,304,312.726790226419
"C3",1,305,218.92083847424
"C3",1,306,332.226570036744
"C3",1,307,212.248905902198
"C3",1,308,487.271053433201
"C3",1,309,40
"C3",1,310,368.155296297281
"C3",1,311,261.436733244691
"C3",1,312,558.457856977976
"C3",1,313,291.864388317523
"C3",1,314,377.820483247927
"C3",1,315,366.427276304521
"C3",1,316,349.720689120413
"C3",1,317,382.174380242079
"C3",1,318,559.689648066091
"C3",1,319,431.301058841681
"C3",1,320,343.57089786531
"C3",1,321,534.831946278493
"C3",1,322,389.983729902795
"C3",1,323,398.040031892199
"C3",1,324,469.40361783422
"C3",1,325,339.332795122396
"C3",1,326,407.058882974917
"C3",1,327,287.062373824128
"C3",1,328,334.980327847538
"C3",1,329,324.757115279295
"C3",1,330,243.232035496125
"C3",1,331,564.158386271583
"C3",1,332,252.93228807334
"C3",1,333,277.306470719357
"C3",1,334,478.930086842894
"C3",1,335,317.525332492523
"C3",1,336,460.175171262708
"C3",1,337,247.117145490223
"C3",1,338,318.459000883347
"C3",1,339,289.88757458883
"C3",1,340,203.706363151201
"C3",1,341,283.602565595959
"C3",1,342,241.367943240178
"C3",1,343,422.893678993646
"C3",1,344,285.081970037165
"C3",1,345,310.066255466684
"C3",1,346,220.658636863424
"C3",1,347,345.823880673312
"C3",1,348,126.567637171564
"C3",1,349,40
"C3",1,350,545.6127611919
"C3",1,351,410.871403690724
"C3",1,352,396.167436087253
"C3",1,353,51.6190081036408
"C3",1,354,401.255494043263
"C3",1,355,382.377712469366
"C3",1,356,310.681395032006
"C3",1,357,419.00465151845
"C3",1,358,454.468283684744
"C3",1,359,305.340368097566
"C3",1,360,553.440449319059
"C3",1,361,438.603523939977
"C3",1,362,466.926245754294
"C3",1,363,282.185886220084
"C3",1,364,304.26525732062
"C3",1,365,209.289749305532
"C3",1,366,368.884290257643
"C3",1,367,351.681372125661
"C3",1,368,330.954026473
"C3",1,369,238.31750853611
"C3",1,370,292.163660584282
"C3",1,371,558.213413931751
"C3",1,372,208.500877147373
"C3",1,373,271.269172084857
"C3",1,374,151.588093542505
"C3",1,375,171.112511890888
"C3",1,376,285.588175827778
"C3",1,377,273.045523785551
"C3",1,378,245.971812292091
"C3",1,379,227.138682856054
"C3",1,380,296.404769213723
"C3",1,381,456.082465174452
"C3",1,382,277.063857736799
"C3",1,383,166.015536365227
"C3",1,384,191.713783459918
"C3",1,385,79.4782821114642
"C3",1,386,114.738041333831
"C4",1,1,331.842124784664
"C4",1,2,149.899927341725
"C4",1,3,292.10448094924
"C4",1,4,331.215530853767
"C4",1,5,218.733404502509
"C4",1,6,430.647523833704
"C4",1,7,439.405405038852
"C4",1,8,509.909461410235
"C4",1,9,572.405995612191
"C4",1,10,291.794459034446
"C4",1,11,319.320750319364
"C4",1,12,398.407303455536
"C4",1,13,232.423403863616
"C4",1,14,524.14996158918
"C4",1,15,306.028772514581
"C4",1,16,328.467670932539
"C4",1,17,232.882826718137
"C4",1,18,487.670772863386
"C4",1,19,281.478781219073
"C4",1,20,334.090821894466
"C4",1,21,370.453858501906
"C4",1,22,517.679918894983
"C4",1,23,477.288834390594
"C4",1,24,428.2380914129
"C4",1,25,275.436921581288
"C4",1,26,351.179467096732
"C4",1,27,485.753849267614
"C4",1,28,347.952153530463
"C4",1,29,263.677129242869
"C4",1,30,512.269101946415
"C4",1,31,412.040849393258
"C4",1,32,441.236171186992
"C4",1,33,387.568427458841
"C4",1,34,188.719858664499
"C4",1,35,297.049516330285
"C4",1,36,306.815733700686
"C4",1,37,550.844850182062
"C4",1,38,286.757793951383
"C4",1,39,241.414614349307
"C4",1,40,154.919437211441
"C4",1,41,230.481814377311
"C4",1,42,324.433607166923
"C4",1,43,255.496804934036
"C4",1,44,505.852291119499
"C4",1,45,257.221228310885
"C4",1,46,236.501470080418
"C4",1,47,198.056462921137
"C4",1,48,425.524477849155
"C4",1,49,434.380852267855
"C4",1,50,153.288147827115
"C4",1,51,166.795010272775
"C4",1,52,430.062010689734
"C4",1,53,529.690866016704
"C4",1,54,223.779354769112
"C4",1,55,121.59029899829
"C4",1,56,334.974265241078
"C4",1,57,483.415980486028
"C4",1,58,227.024334071521
"C4",1,59,176.944865402203
"C4",1,60,489.822398607218
"C4",1,61,264.104562034784
"C4",1,62,245.226132201152
"C4",1,63,321.943276657006
"C4",1,64,295.935253753256
"C4",1,65,375.400130081794
"C4",1,66,463.937142124699
"C4",1,67,212.434886991377
"C4",1,68,123.563678353743
"C4",1,69,469.229782073902
"C4",1,70,578.849901300894
"C4",1,71,280.093176735818
"C4",1,72,432.763821132161
"C4",1,73,311.191645751061
"C4",1,74,179.806948037181
"C4",1,75,314.34565425953
"C4",1,76,440.134658789214
"C4",1,77,420.014598878494
"C4",1,78,370.390317996107
"C4",1,79,340.563914130629
"C4",1,80,376.771728790229
"C4",1,81,335.790623331965
"C4",1,82,265.943863753769
"C4",1,83,416.812778378596
"C4",1,84,370.158871366092
"C4",1,85,574.568403436879
"C4",1,86,349.511771636528
"C4",1,87,341.453038505652
"C4",1,88,479.219630906593
"C4",1,89,167.123938642707
"C4",1,90,435.896761797735
"C4",1,91,174.58781795976
"C4",1,92,446.074030533867
"C4",1,93,382.789717573337
"C4",1,94,380.012126983817
"C4",1,95,108.745876978317
"C4",1,96,181.354783305733
"C4",1,97,556.454143573043
"C4",1,98,318.618427335347
"C4",1,99,120.256974395797
"C4",1,100,295.585540230093
"C4",1,101,280.118930495084
"C4",1,102,539.05734649806
"C4",1,103,322.997036885181
"C4",1,104,548.205734625666
"C4",1,105,361.215384042037
"C4",1,106,183.301472985755
"C4",1,107,354.290725105507
"C4",1,108,267.460632422668
"C4",1,109,410.412351307485
"C4",1,110,344.596839881411
"C4",1,111,282.599283037794
"C4",1,112,545.80051702226
"C4",1,113,180.6002861193
"C4",1,114,170.093872185181
"C4",1,115,230.787019550611
"C4",1,116,281.689899038316
"C4",1,117,179.853691182783
"C4",1,118,409.542247856082
"C4",1,119,237.531781029116
"C4",1,120,293.59018479137
"C4",1,121,224.322110729127
"C4",1,122,398.350172147265
"C4",1,123,440.766799419992
"C4",1,124,337.946855932897
"C4",1,125,419.81699435679
"C4",1,126,252.368857067249
"C4",1,127,276.650424189804
"C4",1,128,370.813950693985
"C4",1,129,392.815139671973
"C4",1,130,136.71427287905
"C4",1,131,457.754016377452
"C4",1,132,245.896302135373
"C4",1,133,291.740443332789
"C4",1,134,317.231482511405
"C4",1,135,169.371004118749
"C4",1,136,408.615231110521
"C4",1,137,295.714469027373
"C4",1,138,328.201032674091
"C4",1,139,269.444766855183
"C4",1,140,377.961775685828
"C4",1,141,367.588533850065
"C4",1,142,442.345567030111
"C4",1,143,241.007968722885
"C4",1,144,475.831442665668
"C4",1,145,324.764385382266
"C4",1,146,138.883188144592
"C4",1,147,235.913335660006
"C4",1,148,387.988252416048
"C4",1,149,187.83469259401
"C4",1,150,95.8173985013844
"C4",1,151,288.36291547584
"C4",1,152,380.962391783637
"C4",1,153,435.444798717481
"C4",1,154,136.634168982385
"C4",1,155,398.604895987628
"C4",1,156,255.154794638303
"C4",1,157,210.685427949186
"C4",1,158,256.697033208602
"C4",1,159,304.694702515312
"C4",1,160,321.56380896222
"C4",1,161,301.179447702279
"C4",1,162,219.484657273625
"C4",1,163,350.883938425482
"C4",1,164,351.933858147309
"C4",1,165,344.667197337596
"C4",1,166,284.129730887636
"C4",1,167,338.696105400192
"C4",1,168,142.983955114359
"C4",1,169,236.52205443228
"C4",1,170,132.868875423493
"C4",1,171,210.098124965015
"C4",1,172,279.709865988823
"C4",1,173,558.364772111431
"C4",1,174,321.847211866911
"C4",1,175,294.632745362893
"C4",1,176,245.928471191879
"C4",1,177,223.019534701084
"C4",1,178,266.252976917501
"C4",1,179,460.3489588854
"C4",1,180,456.484872467841
"C4",1,181,282.251922336153
"C4",1,182,330.798399239563
"C4",1,183,347.913092506756
"C4",1,184,271.10440580738
"C4",1,185,302.992253279202
"C4",1,186,322.360260928168
"C4",1,187,452.335870670418
"C4",1,188,333.76911490432
"C4",1,189,416.761979471212
"C4",1,190,525.120454213408
"C4",1,191,257.51470882469
"C4",1,192,407.263037161762
"C4",1,193,249.937312248695
"C4",1,194,90.3692201955516
"C4",1,195,153.388710973448
"C4",1,196,319.974032583035
"C4",1,197,420.957130426408
"C4",1,198,336.920523577883
"C4",1,199,387.386703616347
"C4",1,200,560.388563066508
"C4",1,201,127.705993462836
"C4",1,202,523.023184112582
"C4",1,203,415.860708871096
"C4",1,204,382.684582600362
"C4",1,205,301.871199235711
"C4",1,206,374.983321292092
"C4",1,207,503.275191155804
"C4",1,208,350.017630079085
"C4",1,209,504.123754185024
"C4",1,210,375.477972933172
"C4",1,211,297.43761973452
"C4",1,212,318.8057138262
"C4",1,213,448.580307117047
"C4",1,214,165.082801119874
"C4",1,215,343.259638400353
"C4",1,216,366.377619387083
"C4",1,217,431.411522299157
"C4",1,218,146.280487840263
"C4",1,219,275.676348810811
"C4",1,220,396.010157212755
"C4",1,221,153.96073403611
"C4",1,222,501.68819836852
"C4",1,223,206.703140171894
"C4",1,224,294.66117102269
"C4",1,225,462.76616299123
"C4",1,226,451.279477518926
"C4",1,227,122.918670541959
"C4",1,228,448.534334227512
"C4",1,229,217.56622241586
"C4",1,230,245.407535300678
"C4",1,231,366.908044137202
"C4",1,232,197.569401918376
"C4",1,233,203.023575236076
"C4",1,234,196.345080753706
"C4",1,235,493.533706619339
"C4",1,236,244.299955115919
"C4",1,237,163.181194828719
"C4",1,238,88.1843768436279
"C4",1,239,225.528186762065
"C4",1,240,234.764915199081
"C4",1,241,202.44068220044
"C4",1,242,500.932127407535
"C4",1,243,532.309950548462
"C4",1,244,409.225544013612
"C4",1,245,432.536620831453
"C4",1,246,335.519438468288
"C4",1,247,517.423581393559
"C4",1,248,409.643217499581
"C4",1,249,504.87226428074
"C4",1,250,313.199902675844
"C4",1,251,342.47536559029
"C4",1,252,291.794292666912
"C4",1,253,441.158047887334
"C4",1,254,246.317513452189
"C4",1,255,381.302420241881
"C4",1,256,268.629523181823
"C4",1,257,192.871103889863
"C4",1,258,283.064539232881
"C4",1,259,399.60747056132
"C4",1,260,272.109297366238
"C4",1,261,209.942038987637
"C4",1,262,317.049558798662
"C4",1,263,336.151794396024
"C4",1,264,270.718323450928
"C4",1,265,250.919113998311
"C4",1,266,305.976513800892
"C4",1,267,393.839793108134
"C4",1,268,524.292799526973
"C4",1,269,258.80814830782
"C4",1,270,246.769084847222
"C4",1,271,218.715155091369
"C4",1,272,405.906827913356
"C4",1,273,372.787099019714
"C4",1,274,331.963298980424
"C4",1,275,569.273115760548
"C4",1,276,282.365596097244
"C4",1,277,227.29107132271
"C4",1,278,222.090661904009
"C4",1,279,266.731247026207
"C4",1,280,264.36000898622
"C4",1,281,179.063155123028
"C4",1,282,330.383545249386
"C4",1,283,247.742591596403
"C4",1,284,345.454420507953
"C4",1,285,295.036843555169
"C4",1,286,294.433855659552
"C4",1,287,396.694130538471
"C4",1,288,371.622744187765
"C4",1,289,260.576175656422
"C4",1,290,466.467683027906
"C4",1,291,213.746612646107
"C4",1,292,338.972164923175
"C4",1,293,105.931086262571
"C4",1,294,467.987005682948
"C4",1,295,422.216072249287
"C4",1,296,435.916212204331
"C4",1,297,362.458858382183
"C4",1,298,243.089292563533
"C4",1,299,422.128188156543
"C4",1,300,312.872589491623
"C4",1,301,424.345755160052
"C4",1,302,415.07416243208
"C4",1,303,256.903253331667
"C4",1,304,214.14817516616
"C4",1,305,212.395932752432
"C4",1,306,115.198560407308
"C4",1,307,492.562883515479
"C4",1,308,170.422491863076
"C4",1,309,497.606535216829
"C4",1,310,407.176358321641
"C4",1,311,129.735685266721
"C4",1,312,236.483833504513
"C4",1,313,565.654144056423
"C4",1,314,282.642829809603
"C4",1,315,149.433785406162
"C4",1,316,364.456290825018
"C4",1,317,429.493077273417
"C4",1,318,407.637268859518
"C4",1,319,261.071100415179
"C4",1,320,391.626978083965
"C4",1,321,479.415245695202
"C4",1,322,169.747288347263
"C4",1,323,328.02946727135
"C4",1,324,276.960942378539
"C4",1,325,191.668912228952
"C4",1,326,140.43959898429
"C4",1,327,180.439177552882
"C4",1,328,285.954752217235
"C4",1,329,202.783399422875
"C4",1,330,139.629376768376
"C4",1,331,377.52315934836
"C4",1,332,280.169272888352
"C4",1,333,363.382792165212
"C4",1,334,423.086539157324
"C4",1,335,222.126402053903
"C4",1,336,381.340827159626
"C4",1,337,198.738479336338
"C4",1,338,239.68839264332
"C4",1,339,137.025558597307
"C4",1,340,415.195305536881
"C4",1,341,134.545376212436
"C4",1,342,209.542134243855
"C4",1,343,263.861679688599
"C4",1,344,437.289049623267
"C4",1,345,274.495032701443
"C4",1,346,257.872995776832
"C4",1,347,487.049096569103
"C4",1,348,195.686435331512
"C4",1,349,346.070475044142
"C4",1,350,288.348854947209
"C4",1,351,618.273017308974
"C4",1,352,348.831956588085
"C4",1,353,565.714527039409
"C4",1,354,285.055485836441
"C4",1,355,184.207667737254
"C4",1,356,232.179405701287
"C4",1,357,297.950804101163
"C4",1,358,354.092772345994
"C4",1,359,202.048996140047
"C4",1,360,255.48458089365
"C4",1,361,212.068597294106
"C4",1,362,363.048638571448
"C4",1,363,341.926568584616
"C4",1,364,158.549579177602
"C4",1,365,221.709282888439
"C4",1,366,216.767771853136
"C4",1,367,318.429796067926
"C4",1,368,316.27122868242
"C4",1,369,480.839952268751
"C4",1,370,454.092912305095
"C4",1,371,278.783525960508
"C4",1,372,302.496165760451
"C4",1,373,280.459822248524
"C4",1,374,304.245012655385
"C4",1,375,307.006742607971
"C4",1,376,417.17330531307
"C4",1,377,293.154606328319
"C4",1,378,236.002494737974
"C4",1,379,423.76513737862
"C4",1,380,266.283544968797
"C4",1,381,308.118594029895
"C5",1,1,304.825713587507
"C5",1,2,279.957946767878
"C5",1,3,491.858538915113
"C5",1,4,575.915737208996
"C5",1,5,233.316955145666
"C5",1,6,174.168903355692
"C5",1,7,310.629528574816
"C5",1,8,145.686990504254
"C5",1,9,245.480634744716
"C5",1,10,307.732096608749
"C5",1,11,257.060652556706
"C5",1,12,522.151158818621
"C5",1,13,348.032471482879
"C5",1,14,334.745131062026
"C5",1,15,520.644841428859
"C5",1,16,501.259701105256
"C5",1,17,281.96850549903
"C5",1,18,321.444700937033
"C5",1,19,204.631589295078
"C5",1,20,237.565146730286
"C5",1,21,146.454279107094
"C5",1,22,398.454605651799
"C5",1,23,292.677560595701
"C5",1,24,387.540799836156
"C5",1,25,294.614910787868
"C5",1,26,144.478144215698
"C5",1,27,192.704285300625
"C5",1,28,409.531007485996
"C5",1,29,228.212629104582
"C5",1,30,149.170971308583
"C5",1,31,125.647540100595
"C5",1,32,248.701719873703
"C5",1,33,361.402776571512
"C5",1,34,278.384436102399
"C5",1,35,256.294336269332
"C5",1,36,312.000247260022
"C5",1,37,329.538687825014
"C5",1,38,432.918828359215
"C5",1,39,327.764801154087
"C5",1,40,304.339295730679
"C5",1,41,275.615234016705
"C5",1,42,199.147858618236
"C5",1,43,304.915597702016
"C5",1,44,157.574897778019
"C5",1,45,495.863445810168
"C5",1,46,344.454473142443
"C5",1,47,89.5988222761957
"C5",1,48,167.125597752266
"C5",1,49,404.244360639764
"C5",1,50,45.7561053609851
"C5",1,51,402.285920706733
"C5",1,52,356.243416410286
"C5",1,53,233.967081672791
"C5",1,54,250.501527281131
"C5",1,55,163.972805386016
"C5",1,56,177.985149223472
"C5",1,57,274.903748034516
"C5",1,58,143.941019777727
"C5",1,59,284.559113897162
"C5",1,60,252.422437884824
"C5",1,61,338.391203493417
"C5",1,62,380.468142307748
"C5",1,63,351.017229029419
"C5",1,64,393.763698584978
"C5",1,65,339.211312904212
"C5",1,66,243.144021016875
"C5",1,67,291.927355444457
"C5",1,68,483.065641129142
"C5",1,69,511.625081303466
"C5",1,70,374.943214258564
"C5",1,71,194.873200042432
"C5",1,72,359.598545252629
"C5",1,73,466.326944361586
"C5",1,74,187.909744612391
"C5",1,75,453.798738012197
"C5",1,76,135.492360326711
"C5",1,77,295.602367197615
"C5",1,78,480.980717708598
"C5",1,79,324.222553029513
"C5",1,80,401.761431577893
"C5",1,81,306.009010302113
"C5",1,82,225.643030262332
"C5",1,83,478.134601294116
"C5",1,84,362.067589561209
"C5",1,85,261.372343833259
"C5",1,86,168.959463467353
"C5",1,87,357.556590670566
"C5",1,88,272.634747038559
"C5",1,89,406.723207169671
"C5",1,90,439.987714420551
"C5",1,91,542.26801683236
"C5",1,92,320.784856206063
"C5",1,93,339.226534435176
"C5",1,94,272.510188507852
"C5",1,95,234.859919980327
"C5",1,96,40
"C5",1,97,175.47297174648
"C5",1,98,396.460375857858
"C5",1,99,517.598760441839
"C5",1,100,153.477262507328
"C5",1,101,409.599974849603
"C5",1,102,268.167160483903
"C5",1,103,414.942606725497
"C5",1,104,529.216115972907
"C5",1,105,204.861558092052
"C5",1,106,70.3042447872053
"C5",1,107,284.28332983137
"C5",1,108,402.910398282615
"C5",1,109,434.01789051437
"C5",1,110,378.548254083314
"C5",1,111,304.043803809142
"C5",1,112,688.100097906657
"C5",1,113,435.113666353293
"C5",1,114,273.955886322908
"C5",1,115,341.078285363507
"C5",1,116,416.683527587007
"C5",1,117,374.785146239979
"C5",1,118,317.003485530796
"C5",1,119,342.935750229728
"C5",1,120,377.496034537773
"C5",1,121,249.178589495476
"C5",1,122,289.557905267323
"C5",1,123,415.482230286486
"C5",1,124,269.366677482161
"C5",1,125,396.048189454251
"C5",1,126,186.328572217501
"C5",1,127,429.145987058988
"C5",1,128,472.283130102194
"C5",1,129,265.340986574406
"C5",1,130,129.908829736842
"C5",1,131,356.509345292305
"C5",1,132,349.373481845856
"C5",1,133,133.39883226518
"C5",1,134,391.696714410593
"C5",1,135,75.9524526858126
"C5",1,136,228.068668600372
"C5",1,137,517.836889249443
"C5",1,138,413.823350640473
"C5",1,139,332.844232583305
"C5",1,140,40
"C5",1,141,330.08571224971
"C5",1,142,191.780992909174
"C5",1,143,324.982427974283
"C5",1,144,335.264432539911
"C5",1,145,374.643457553274
"C5",1,146,283.526857490024
"C5",1,147,301.684086734356
"C5",1,148,261.507134895
"C5",1,149,335.079027061985
"C5",1,150,241.817837381669
"C5",1,151,392.603906496591
"C5",1,152,205.315033698624
"C5",1,153,162.812373362206
"C5",1,154,309.635264978478
"C5",1,155,265.163476695873
"C5",1,156,373.949789112889
"C5",1,157,136.562766333133
"C5",1,158,351.356493687816
"C5",1,159,437.479871815698
"C5",1,160,212.772123247248
"C5",1,161,413.179907567721
"C5",1,162,419.251867510289
