dpi,Position,mean,sem,count
1,49,8535.333333333334,802.3686462246917,3
1,50,8293.333333333334,173.83357302636094,3
1,51,8717.0,1039.434621962023,3
1,52,7309.666666666667,889.4523283709165,3
1,53,7573.0,950.234883243787,3
1,54,7324.333333333333,827.9014299889677,3
1,55,6887.0,280.9347492449685,3
1,56,8086.333333333333,597.716859762584,3
1,57,7856.666666666667,1016.7199439592225,3
1,58,7047.333333333333,684.6863840069002,3
1,59,7059.333333333333,696.321365781953,3
1,60,7048.333333333333,818.1068254071578,3
1,61,7738.333333333333,370.926018379826,3
1,62,7372.666666666667,503.5150885966024,3
1,63,7149.666666666667,493.4309588089413,3
1,64,8346.0,158.7671250605742,3
1,65,6137.0,871.8537721430125,3
1,66,6531.666666666667,780.9450115796317,3
1,67,6747.0,273.46724362038924,3
1,68,7233.333333333333,664.4261517363018,3
1,69,7562.333333333333,867.6493787495294,3
1,70,7470.0,593.2377263795687,3
1,71,6309.0,334.1995411925835,3
1,72,7366.666666666667,677.9607494374418,3
1,73,7576.333333333333,691.8435115287592,3
1,74,6785.666666666667,706.0147149867188,3
1,75,7854.333333333333,721.5507220178248,3
1,76,8238.333333333334,36.8435129221475,3
1,77,6479.0,1011.3902972311596,3
1,78,7166.333333333333,291.6986649114307,3
1,79,6523.0,333.18213237407156,3
1,80,7044.0,49.80294502670834,3
1,81,6978.666666666667,98.96183327144085,3
1,82,7476.333333333333,804.7571752467393,3
1,83,7584.666666666667,835.7243032909304,3
1,84,6138.666666666667,719.2533937663725,3
1,85,7597.666666666667,564.643348593704,3
1,86,6176.666666666667,819.2965139543668,3
1,87,6668.666666666667,215.61565599721914,3
1,88,7027.0,484.44607543048585,3
1,89,7244.0,161.8219185813014,3
1,90,6905.666666666667,475.06362147026624,3
1,91,8511.666666666666,620.3575134101663,3
1,92,7153.666666666667,1058.4481302569552,3
1,93,6551.0,643.4021552134662,3
1,94,7463.333333333333,1220.8770526870337,3
1,95,7715.666666666667,354.417048749696,3
1,96,7499.0,869.5690503538711,3
1,97,6122.0,478.6324268162365,3
1,98,8626.666666666666,917.7447599656696,3
1,99,8119.666666666667,309.33171694979995,3
1,100,7526.0,791.1417909157203,3
1,101,7958.333333333333,1110.3357350119127,3
1,102,7174.333333333333,810.5476200967125,3
1,103,7608.666666666667,927.7934995341246,3
1,104,7290.333333333333,748.6352768723752,3
1,105,6235.333333333333,572.3141134415999,3
1,106,8685.666666666666,557.2750168852399,3
1,107,7253.333333333333,444.1386170004936,3
1,108,9123.333333333334,409.05840387135146,3
1,109,7032.666666666667,932.2664735888434,3
1,110,6441.0,452.91316312659023,3
1,111,8156.666666666667,156.3610494265685,3
1,112,7589.333333333333,554.5647943307537,3
1,113,6753.333333333333,680.8554259981418,3
1,114,7548.666666666667,596.8406636429675,3
1,115,7001.666666666667,336.2114083595486,3
1,116,6730.0,506.055662287592,3
1,117,6544.333333333333,514.2698167736899,3
1,118,6769.0,682.9826742556016,3
1,119,7411.333333333333,728.3305873327334,3
1,120,6305.666666666667,677.1482686810755,3
1,121,6143.666666666667,291.8448979242989,3
1,122,8883.333333333334,239.9446695478864,3
1,123,7476.333333333333,845.4045054160629,3
1,124,6789.333333333333,563.7092434146447,3
1,125,7423.666666666667,925.5312588514291,3
1,126,6672.333333333333,404.8412583278098,3
1,127,7501.666666666667,1093.6217099365047,3
1,128,7487.0,1004.0723745494313,3
1,129,6799.0,530.2851434212855,3
1,130,8862.0,360.8937978593333,3
1,131,8007.0,435.4801947276133,3
1,132,6420.0,586.5580391856661,3
1,133,7368.333333333333,847.5237132047955,3
1,134,7649.0,1239.790708143919,3
1,135,6689.333333333333,734.7864391175922,3
1,136,6770.0,561.5941595137898,3
1,137,5817.0,892.3818315795842,3
1,138,5838.666666666667,609.5261365282961,3
1,139,6844.333333333333,621.876818813644,3
1,140,6977.666666666667,595.4500632108269,3
1,141,6725.666666666667,409.18794920889076,3
1,142,6945.0,860.38305422643,3
1,143,8383.333333333334,1084.5571036654137,3
1,144,6363.666666666667,352.93877341229853,3
1,145,7419.0,1108.7255446382271,3
1,146,7740.333333333333,564.8390134464078,3
1,147,7413.0,222.73377232322298,3
1,148,6940.666666666667,92.27194108238484,3
1,149,6573.333333333333,406.53836773968146,3
1,150,7966.333333333333,343.1201603585024,3
1,151,7405.0,1011.1117643465533,3
1,152,6558.666666666667,551.1431554303997,3
1,153,6731.666666666667,428.2679586946057,3
1,154,8176.333333333333,631.8062290853986,3
1,155,8890.333333333334,616.9339060583753,3
1,156,6333.666666666667,779.2569822879,3
1,157,7943.333333333333,368.086191597083,3
1,158,7730.666666666667,699.6333166579318,3
1,159,7468.0,1090.130878992671,3
1,160,7671.333333333333,870.8452471274356,3
1,161,8014.333333333333,830.5894158835505,3
1,162,6602.666666666667,70.0245988524351,3
1,163,7552.0,278.6706538789711,3
1,164,9087.0,616.2567105787435,3
1,165,7344.0,738.4133891888292,3
1,166,5541.333333333333,169.3756508802582,3
1,167,8045.0,671.6747724903772,3
1,168,7449.333333333333,271.5549872698182,3
1,169,7735.333333333333,1360.9683235761872,3
1,170,6536.333333333333,619.5378205655495,3
1,171,6200.666666666667,544.2469823322658,3
1,172,6639.333333333333,855.338204714629,3
1,173,6515.0,721.5843679016335,3
1,174,7319.0,637.8983722610784,3
1,175,7615.666666666667,584.9206023992583,3
1,176,8093.0,872.5046322704158,3
1,177,7973.666666666667,606.722433334314,3
1,178,6127.666666666667,727.1655779654162,3
1,179,7370.666666666667,580.6755644170943,3
1,180,6044.666666666667,632.4348012070317,3
1,181,7202.333333333333,270.4516798082627,3
1,182,8021.666666666667,704.7577203865485,3
1,183,6081.333333333333,228.3654478632391,3
1,184,7920.333333333333,1111.1754036954642,3
1,185,7552.333333333333,957.4658102396022,3
1,186,7428.666666666667,246.39827741100612,3
1,187,6111.666666666667,519.6557621263437,3
1,188,6166.333333333333,633.7997405420036,3
1,189,6948.333333333333,436.785352827272,3
1,190,7284.666666666667,211.00263294829077,3
1,191,6440.666666666667,297.54794198209095,3
1,192,6824.0,349.76325326330857,3
1,193,5889.0,338.99705013465825,3
1,194,7472.333333333333,1344.9158998903158,3
1,195,8650.0,514.4631506078285,3
1,196,7724.666666666667,581.1873861137883,3
1,197,7215.333333333333,953.9815395372061,3
1,198,7654.333333333333,231.14305334816166,3
1,199,6896.666666666667,714.341266093766,3
1,200,6484.0,543.2921252266899,3
1,201,7374.666666666667,397.42266892790315,3
1,202,6711.666666666667,1036.7973658231285,3
1,203,6421.333333333333,585.8493359597196,3
1,204,6274.666666666667,508.42578394272834,3
1,205,6842.0,452.35826509526714,3
1,206,6581.333333333333,551.2096798053451,3
1,207,6578.666666666667,551.1673470412089,3
1,208,7664.666666666667,1453.647175593552,3
1,209,7248.333333333333,732.3863582684879,3
1,210,7139.0,779.7332877336968,3
1,211,6226.0,382.6242717514577,3
1,212,7516.666666666667,568.1761268401824,3
1,213,8085.666666666667,495.809551250388,3
1,214,8216.333333333334,1297.3414268332672,3
1,215,8109.666666666667,1175.1672694178949,3
1,216,7508.666666666667,1136.7412976477003,3
1,217,7372.333333333333,654.3295126395501,3
1,218,7786.333333333333,518.4741502181613,3
1,219,6993.333333333333,119.82811764263758,3
1,220,7502.0,1133.9794236816351,3
1,221,7171.0,400.8008649358598,3
1,222,7384.0,505.7967312402615,3
1,223,7762.333333333333,616.3852511033807,3
1,224,7666.333333333333,908.0367711595042,3
1,225,7420.0,792.0422968503639,3
1,226,6748.333333333333,302.1050222099005,3
1,227,6079.666666666667,287.99556323742974,3
1,228,6583.666666666667,591.1520766924343,3
1,229,7665.0,402.7310930799028,3
1,230,6335.0,383.5348745551048,3
1,231,7193.333333333333,439.82471255919415,3
1,232,7069.0,356.6852020105871,3
1,233,6681.666666666667,365.0955734842286,3
1,234,8201.666666666666,244.3128686290958,3
1,235,6863.0,176.8963915215156,3
1,236,7560.333333333333,633.9622316125078,3
1,237,6980.666666666667,285.0598377728983,3
1,238,7588.333333333333,664.2332254395121,3
1,239,7868.333333333333,672.1116805346498,3
1,240,8118.0,385.2821476961181,3
1,241,7441.666666666667,414.23839083846923,3
1,242,8082.333333333333,754.3333333333334,3
1,243,7030.666666666667,518.983729139085,3
1,244,6704.333333333333,888.4807882622513,3
1,245,7154.666666666667,921.2806907295469,3
1,246,6313.333333333333,132.3962906496167,3
1,247,7112.666666666667,366.9956100252124,3
1,248,7418.666666666667,633.9622316125078,3
1,249,5952.666666666667,493.5508529467297,3
1,250,7402.333333333333,878.2012550915903,3
1,251,7337.333333333333,380.04400330020275,3
1,252,7679.333333333333,203.53569165573342,3
1,253,7735.666666666667,433.7865578574073,3
1,254,6989.333333333333,433.01667917580784,3
1,255,6753.0,234.69341703592795,3
1,256,6963.0,119.01260437449471,3
1,257,7465.333333333333,450.9605797012022,3
1,258,6933.0,565.4956527979091,3
1,259,7170.666666666667,766.7342723815366,3
1,260,8283.333333333334,670.3892733164647,3
1,261,7680.0,401.92826889052395,3
1,262,7037.333333333333,781.9595755394123,3
1,263,7655.0,275.4311771265797,3
1,264,7082.666666666667,1072.522623434013,3
1,265,6633.666666666667,290.67182717131556,3
1,266,7229.333333333333,599.916753484274,3
1,267,8203.0,879.5136913848091,3
1,268,7327.0,444.0161408477549,3
1,269,7929.0,602.0011074186934,3
1,270,6367.666666666667,158.6025780930997,3
1,271,6804.666666666667,224.81202024012075,3
1,272,5838.333333333333,834.4038457352518,3
1,273,8773.0,301.53164565818514,3
1,274,7145.0,565.6527203152125,3
1,275,7216.666666666667,1143.7023699857891,3
1,276,6225.666666666667,552.2047728072541,3
1,277,7978.666666666667,872.3207233835756,3
1,278,7721.333333333333,468.83164474159713,3
1,279,7206.666666666667,1322.7804470550323,3
1,280,7010.0,518.8779561065717,3
1,281,7552.333333333333,483.4822759017244,3
1,282,6514.666666666667,334.9832499958435,3
1,283,7713.666666666667,647.5498264827022,3
1,284,8065.666666666667,744.6301841257249,3
1,285,7707.0,539.9225253064862,3
1,286,6693.666666666667,407.32064901145276,3
1,287,6837.333333333333,301.2066474107842,3
1,288,7217.666666666667,573.0038782106492,3
1,289,5915.333333333333,315.3476036235428,3
1,290,8004.0,213.20725441066338,3
1,291,7948.0,189.41312872484139,3
1,292,8037.666666666667,638.2832008164122,3
1,293,7066.666666666667,474.2082289927542,3
1,294,6675.333333333333,280.72604280884076,3
1,295,8649.333333333334,463.8592937997947,3
1,296,7082.0,524.2531195265635,3
1,297,7763.333333333333,519.6634594726775,3
1,298,7370.0,1478.2851551713559,3
1,299,6552.666666666667,966.6430456884162,3
1,300,7806.666666666667,220.01237338941752,3
1,301,7523.333333333333,659.5221333999675,3
1,302,7291.0,1175.0746075604447,3
1,303,6330.0,331.71724907416757,3
1,304,7203.0,558.1433507621497,3
1,305,7223.0,660.6544734831766,3
1,306,7189.666666666667,479.2432692392363,3
1,307,6447.333333333333,121.29074344089257,3
1,308,6755.333333333333,219.4328548275708,3
1,309,7882.0,28.112867753634337,3
1,310,7029.0,610.0565547553767,3
1,311,7889.333333333333,846.8491273210622,3
1,312,7401.0,572.2738272307527,3
1,313,6003.0,707.0568105416518,3
1,314,7497.666666666667,728.7506051074294,3
1,315,7291.0,240.68028585656947,3
1,316,6985.0,214.5670058513191,3
1,317,6697.666666666667,376.16943581907935,3
1,318,6301.666666666667,410.09605920781274,3
1,319,7830.0,322.3476384278315,3
1,320,6466.333333333333,560.122109702677,3
1,321,7485.333333333333,750.7952080590582,3
1,322,6488.666666666667,308.39170618621444,3
1,323,7469.666666666667,807.5444948181562,3
1,324,7074.0,485.7821871305424,3
1,325,6425.666666666667,728.6897678558262,3
1,326,7418.666666666667,810.6898982416835,3
1,327,8884.333333333334,445.7294894639325,3
1,328,7532.333333333333,468.47067974183597,3
1,329,6183.666666666667,202.98631590440877,3
1,330,7901.666666666667,940.3632867733146,3
1,331,6981.0,700.8844412597557,3
1,332,5514.0,202.63020505344213,3
1,333,8431.0,336.09572049244144,3
1,334,6816.0,725.5551897225554,3
1,335,7028.666666666667,700.9349312010194,3
1,336,7196.333333333333,515.4070667389461,3
1,337,6885.333333333333,683.9006588029514,3
1,338,6969.333333333333,1317.826029658105,3
1,339,6961.0,402.29218237494996,3
1,340,6586.666666666667,1019.2365334460452,3
1,341,8136.666666666667,1124.6297662391437,3
1,342,6903.666666666667,749.3911602835406,3
1,343,6750.333333333333,858.9354522378915,3
1,344,6477.333333333333,34.167886157098465,3
1,345,7157.0,457.60936761973454,3
1,346,7998.0,763.5845292653155,3
1,347,7418.666666666667,404.7292647904001,3
1,348,7010.333333333333,730.7517438303594,3
1,349,7108.0,506.3855579825844,3
1,350,7124.333333333333,645.5990327681038,3
1,351,7878.0,524.397749804478,3
1,352,6189.333333333333,693.9621347339094,3
1,353,7581.0,498.7527777700424,3
1,354,6706.666666666667,687.3767364246319,3
1,355,6035.0,969.9814431214651,3
1,356,8191.0,682.1439242075922,3
1,357,7228.666666666667,373.14712618185575,3
1,358,6490.333333333333,1060.90721135786,3
1,359,6480.333333333333,511.17718171991123,3
1,360,7323.333333333333,763.8530254207575,3
1,361,9479.0,643.7880085866775,3
1,362,8396.0,123.08939840619907,3
1,363,8552.666666666666,1213.0246402187292,3
1,364,6672.666666666667,1325.6377500827457,3
1,365,6883.333333333333,690.1749375661539,3
1,366,7712.0,679.8575831255641,3
1,367,7060.333333333333,805.2163960355282,3
1,368,6647.666666666667,399.12083940135784,3
1,369,7410.333333333333,511.4138354709532,3
1,370,7340.333333333333,814.4814983233881,3
1,371,6715.0,453.2096645041895,3
1,372,6880.333333333333,331.25284065867936,3
1,373,7754.666666666667,389.5734134209424,3
1,374,8247.333333333334,749.8702850789891,3
1,375,6149.666666666667,91.47373636429437,3
1,376,7206.0,962.8714002053096,3
1,377,6825.333333333333,563.1294502845485,3
1,378,7685.333333333333,302.6606093373309,3
1,379,6963.333333333333,1285.0668378639991,3
1,380,7308.0,423.4890789619019,3
1,381,7521.0,569.5533337625195,3
1,382,6004.666666666667,386.65933901102716,3
1,383,7364.0,1048.1385086587236,3
1,384,8443.333333333334,725.29358040574,3
1,385,7672.666666666667,706.7452000387253,3
1,386,6823.0,364.4077386664559,3
1,387,7295.0,322.5900391105301,3
1,388,7609.333333333333,562.7389369069028,3
1,389,7661.333333333333,590.8142215996874,3
1,390,7669.666666666667,1172.7485285051998,3
1,391,7859.333333333333,313.1210273644646,3
1,392,6916.666666666667,666.5624085143448,3
1,393,7463.0,569.7247873608216,3
1,394,6195.666666666667,697.6872110368976,3
1,395,7086.333333333333,348.76655675553394,3
1,396,6808.0,302.4615678065562,3
1,397,7559.666666666667,526.0279882710088,3
1,398,6500.333333333333,338.9106732524729,3
1,399,7444.0,951.4506468195465,3
1,400,8033.666666666667,752.6722025187622,3
1,401,6616.333333333333,422.0463376349936,3
1,402,8499.0,551.0027223163239,3
1,403,6745.333333333333,268.93700212338035,3
1,404,6956.666666666667,364.9083598810956,3
1,405,7241.333333333333,529.4353386182091,3
1,406,6823.666666666667,657.6851661530596,3
1,407,7020.0,739.9168872245044,3
1,408,7323.0,1003.7053020350811,3
1,409,8725.333333333334,437.80297445819673,3
1,410,7634.0,199.52526991169148,3
1,411,8490.333333333334,373.96627893137327,3
1,412,7252.0,283.658832637613,3
1,413,7364.0,1029.8652015352948,3
1,414,6369.333333333333,540.7360210347045,3
1,415,7036.0,1034.8982236593768,3
1,416,5991.333333333333,313.2221433920518,3
1,417,6659.666666666667,196.88095670000976,3
1,418,6832.0,173.22913534776225,3
1,419,6602.333333333333,1375.7114926870063,3
1,420,6844.333333333333,823.1525442535611,3
1,421,6484.333333333333,690.3946536422321,3
1,422,7140.666666666667,1157.9047648422752,3
1,423,6852.333333333333,607.0368833751189,3
1,424,7595.0,1053.998576849134,3
1,425,7353.333333333333,404.19852108146614,3
1,426,7208.0,1265.2748054605897,3
1,427,7535.333333333333,1064.4036410643807,3
1,428,8132.0,675.8197491442029,3
1,429,6380.0,390.09357851674514,3
1,430,6598.666666666667,335.29903734494144,3
1,431,7322.0,603.8553910774775,3
1,432,7584.0,126.342128101965,3
1,433,7409.0,228.74949908870474,3
1,434,6726.666666666667,661.7925992669035,3
1,435,7806.333333333333,84.7925573253795,3
1,436,8229.666666666666,668.5729412545631,3
1,437,7847.0,903.9658916869228,3
1,438,7405.666666666667,490.4767521957024,3
1,439,6248.333333333333,98.7139526330724,3
1,440,7660.0,576.615411980406,3
1,441,7222.0,915.5561151562475,3
1,442,8224.666666666666,468.8942074474557,3
1,443,7434.333333333333,437.46403026737846,3
1,444,6760.666666666667,583.8334047007284,3
1,445,7431.666666666667,182.5206228834916,3
1,446,7880.0,641.4740836542035,3
1,447,6258.0,58.77357682950165,3
1,448,6669.333333333333,880.9482265024305,3
1,449,8016.666666666667,671.3008102019375,3
1,450,7609.333333333333,741.427526989508,3
1,451,7332.666666666667,1213.8145565850566,3
1,452,7193.0,457.7368239501821,3
1,453,7442.666666666667,618.7539449930356,3
1,454,8988.0,207.38691697726097,3
1,455,7071.333333333333,727.711099574855,3
1,456,7352.0,954.2286588304364,3
1,457,7520.0,715.5110062046565,3
1,458,8407.0,352.8469923352047,3
1,459,7381.0,540.3813468283302,3
1,460,6664.666666666667,218.23101928410134,3
1,461,7009.0,520.8761849038599,3
1,462,6558.333333333333,329.9779453909676,3
1,463,6868.333333333333,323.0239069239992,3
1,464,7842.0,652.0644139960407,3
1,465,7081.666666666667,667.4479588535556,3
1,466,7530.666666666667,231.87448712132564,3
1,467,6678.333333333333,458.79891504279345,3
1,468,8504.666666666666,780.1509113270615,3
1,469,6541.333333333333,717.5342810238717,3
1,470,6694.0,586.9659274608706,3
1,471,7380.666666666667,650.0016239295954,3
1,472,7283.333333333333,78.70691061004611,3
1,473,7978.333333333333,238.5276597052099,3
1,474,6852.333333333333,335.35669236070294,3
1,475,7488.333333333333,984.1667090036682,3
1,476,8449.333333333334,399.9084617481579,3
1,477,8022.0,233.66000941538968,3
1,478,6963.666666666667,649.1805946302188,3
1,479,7730.333333333333,180.90267487734323,3
1,480,7932.333333333333,378.29280252794194,3
1,481,6419.0,744.3012382989386,3
1,482,6831.333333333333,387.42583519659314,3
1,483,7078.666666666667,637.0526753033151,3
1,484,7235.666666666667,894.8642975955131,3
1,485,6464.333333333333,762.3936720035857,3
1,486,5990.0,549.9875756172437,3
1,487,8111.0,528.1858889949004,3
1,488,6223.333333333333,360.83344880675605,3
1,489,6488.0,666.4843083924281,3
1,490,7384.333333333333,754.3638232164755,3
1,491,7174.0,431.2110852007402,3
1,492,8111.333333333333,550.4547614876672,3
1,493,7426.0,795.5138800381383,3
1,494,7584.333333333333,1427.8342963305574,3
1,495,6652.666666666667,184.62334028442288,3
1,496,6662.666666666667,660.8321353499018,3
1,497,7676.0,343.5641618873152,3
1,498,7389.333333333333,853.1788271582408,3
1,499,7479.666666666667,443.62496673554244,3
1,500,7214.333333333333,1068.873290484476,3
1,501,7169.666666666667,672.2654072446223,3
1,502,7866.0,984.9878171835426,3
1,503,5926.333333333333,131.17969016242998,3
1,504,7406.666666666667,497.65661967978593,3
1,505,6504.333333333333,877.3528999844424,3
1,506,7630.666666666667,770.4428019724184,3
1,507,8532.333333333334,452.87022914345374,3
1,508,7225.0,480.38838453901025,3
1,509,6218.0,119.62580546576618,3
1,510,7436.0,948.4357296798415,3
1,511,8497.666666666666,321.9277006479007,3
1,512,7696.0,660.4551460924504,3
1,513,7193.666666666667,447.0251049375688,3
1,514,7411.666666666667,1202.364522282841,3
1,515,6670.666666666667,159.18786944292506,3
1,516,6105.666666666667,578.9140216339939,3
1,517,7531.0,1157.8671483954165,3
1,518,7596.333333333333,239.48579173814133,3
1,519,7186.666666666667,572.1588745949657,3
1,520,7351.333333333333,538.1140936435114,3
1,521,7389.333333333333,340.03251478514676,3
1,522,6169.666666666667,426.7295526573138,3
1,523,7565.666666666667,1142.3724339188939,3
1,524,6419.333333333333,250.02688744301966,3
1,525,7247.333333333333,546.7053848077388,3
1,526,6775.666666666667,757.7502520253256,3
1,527,6847.333333333333,1114.0642311424917,3
1,528,6834.333333333333,674.3580486490674,3
1,529,7820.0,457.81255261660675,3
1,530,6750.0,503.53649321573505,3
1,531,6302.666666666667,454.5306492538331,3
1,532,6034.666666666667,680.5043064603715,3
1,533,8071.666666666667,153.90509341076987,3
1,534,7751.666666666667,96.30564769408791,3
1,535,7123.666666666667,454.6648338183976,3
1,536,8357.666666666666,644.5531613278906,3
1,537,7025.666666666667,878.2354151618143,3
1,538,6537.333333333333,843.7030151527122,3
1,539,6603.333333333333,856.646627521783,3
1,540,6640.666666666667,1333.5321935038205,3
1,541,6089.666666666667,226.28325415529778,3
1,542,7267.333333333333,727.3069808852686,3
1,543,6108.0,535.8743633850506,3
1,544,7347.666666666667,899.6796343390487,3
1,545,7707.666666666667,339.14320148148505,3
1,546,7596.0,812.7221747518234,3
1,547,7004.0,856.4883731454464,3
1,548,7452.666666666667,615.6206443726346,3
1,549,7441.0,212.788627515664,3
1,550,7624.333333333333,1006.344926509351,3
1,551,7777.666666666667,620.6513603554826,3
1,552,7628.0,757.4340455335589,3
1,553,6808.333333333333,913.6298180578633,3
1,554,6676.0,584.3289598619372,3
1,555,7354.666666666667,420.0255283247013,3
1,556,7495.666666666667,796.2069105731528,3
1,557,7093.333333333333,803.4351940953987,3
1,558,7571.333333333333,291.044860994162,3
1,559,6326.666666666667,178.0826899068083,3
1,560,7655.666666666667,974.3364123568638,3
1,561,7951.0,1350.263801385986,3
1,562,7255.333333333333,693.7089527396278,3
1,563,7331.0,982.2837336194331,3
1,564,7135.0,516.1753578000406,3
1,565,7663.0,577.3251539066467,3
1,566,6921.0,652.4783521313178,3
1,567,7899.333333333333,220.62058934842057,3
1,568,7467.0,82.28203530135441,3
1,569,6679.0,361.45446923967245,3
1,570,6355.666666666667,878.0718143244953,3
1,571,7155.0,444.4685965659816,3
1,572,6564.333333333333,375.393275260907,3
1,573,7789.333333333333,657.4722638847801,3
1,574,8354.666666666666,753.2131910097638,3
1,575,6198.333333333333,445.3898417242036,3
1,576,7421.0,243.09943096052967,3
1,577,7720.0,175.86074036009288,3
1,578,6180.666666666667,447.96068775929183,3
1,579,7783.333333333333,869.0919271157554,3
1,580,7920.333333333333,1019.2679290113622,3
1,581,6798.666666666667,294.3933498645044,3
1,582,7507.0,326.3806571065959,3
1,583,7014.666666666667,774.944585832504,3
1,584,7585.333333333333,200.13689759206764,3
1,585,6024.0,391.61503205741906,3
1,586,7639.333333333333,1067.299135408834,3
1,587,6422.333333333333,708.6589055705464,3
1,588,8187.0,262.86308223103526,3
1,589,7849.0,644.5807422917111,3
1,590,7309.666666666667,322.0664182707936,3
1,591,7782.333333333333,713.8754170799771,3
1,592,6949.333333333333,627.1356401219045,3
1,593,7160.333333333333,862.947725982158,3
1,594,7006.333333333333,739.0528473060036,3
1,595,7398.666666666667,1059.8934432814985,3
1,596,8118.0,800.2839079560036,3
1,597,7270.666666666667,486.81493175310237,3
1,598,7516.666666666667,528.0259884176579,3
1,599,7493.666666666667,368.7679185853587,3
1,600,7396.333333333333,1157.8510746685479,3
1,601,7287.0,353.88321990924254,3
1,602,7208.666666666667,303.9223219472005,3
1,603,6499.333333333333,150.4663122134357,3
1,604,7823.666666666667,703.4356955527476,3
1,605,7452.0,569.6077597786042,3
1,606,7232.0,1022.5355739532977,3
1,607,8118.333333333333,770.3067210173131,3
1,608,7992.333333333333,837.792005478952,3
1,609,6269.666666666667,336.8210866980339,3
1,610,6709.0,507.0394461972362,3
1,611,6564.333333333333,96.7097605093601,3
1,612,6500.0,1004.3360991222012,3
1,613,7292.333333333333,441.88849775078376,3
1,614,6974.333333333333,223.09664074367205,3
1,615,6563.0,542.4970046000254,3
1,616,8981.333333333334,401.1667705303839,3
1,617,7430.333333333333,752.6722025187621,3
1,618,7251.333333333333,1222.1165156308862,3
1,619,8239.0,911.4638409357408,3
1,620,7077.0,296.06812279158544,3
1,621,7447.333333333333,895.9825767155172,3
1,622,7196.333333333333,781.3503979933998,3
1,623,7154.0,195.00341877344954,3
1,624,8721.0,98.5105747284693,3
1,625,7601.666666666667,934.5354163671084,3
1,626,7020.333333333333,376.5175220948482,3
1,627,6672.666666666667,355.6263644769763,3
1,628,7412.666666666667,397.5811587308656,3
1,629,6919.666666666667,153.59506647169508,3
1,630,6860.666666666667,711.1878170435085,3
1,631,6359.666666666667,828.0024825512972,3
1,632,8176.0,309.3848735798181,3
1,633,6938.666666666667,718.0446442325931,3
1,634,7263.333333333333,217.2113665943332,3
1,635,7605.666666666667,388.9902883677745,3
1,636,6992.666666666667,583.8328337613241,3
1,637,6260.666666666667,299.9762953597797,3
1,638,7766.333333333333,447.9004105577241,3
1,639,7167.0,209.28768079687188,3
1,640,6748.666666666667,917.8246625097362,3
1,641,8859.333333333334,465.91355898325656,3
1,642,7878.0,641.8278585415252,3
1,643,6937.0,855.9328244669672,3
1,644,6870.666666666667,385.51884231225034,3
1,645,6924.333333333333,644.3679935495798,3
1,646,6777.666666666667,366.47980086826675,3
1,647,7205.0,361.4194239384486,3
1,648,6759.333333333333,427.0294030990267,3
1,649,7635.333333333333,384.5596327113795,3
1,650,7619.0,281.12689898573086,3
1,651,7626.333333333333,554.8225942687545,3
1,652,7342.666666666667,258.4062262751766,3
1,653,7728.666666666667,302.6595079916997,3
1,654,6745.666666666667,296.600929046271,3
1,655,7173.666666666667,967.9125878806296,3
1,656,6653.0,741.7283869449786,3
1,657,7241.666666666667,612.7485436765866,3
1,658,6191.333333333333,260.6890442227632,3
1,659,6441.333333333333,319.71306580189116,3
1,660,7966.0,852.6372812241635,3
1,661,6059.333333333333,242.54644457871936,3
1,662,6233.666666666667,548.7565742456101,3
1,663,6971.0,381.633768596718,3
