ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0030071,regulation of mitotic metaphase/anaphase transition,6/18,91/25615,0.06593406593406594,93.82783882783883,23.52366514368324,3.049918609067125e-11,8.478773733206607e-10,3.0017619994502756e-10,Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,6
GO:1901990,regulation of mitotic cell cycle phase transition,8/18,343/25615,0.023323615160349854,33.190800129575635,15.916202136614265,3.710593390323324e-11,9.404030980129121e-10,3.329333194403911e-10,Cdk1/Cenpf/Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,8
GO:1902099,regulation of metaphase/anaphase transition of cell cycle,6/18,94/25615,0.06382978723404255,90.83333333333333,23.138383707068137,3.721019452569077e-11,9.404030980129121e-10,3.329333194403911e-10,Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,6/18,96/25615,0.0625,88.94097222222221,22.89156444762901,4.2332559897750074e-11,1.0233436218760453e-9,3.6229696571529813e-10,Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0044784,metaphase/anaphase transition of cell cycle,6/18,99/25615,0.06060606060606061,86.24579124579124,22.535368687527818,5.110586429752217e-11,1.1601406558716637e-9,4.107275703294229e-10,Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0045787,positive regulation of cell cycle,8/18,358/25615,0.0223463687150838,31.80012414649286,15.56264888037979,5.216459783595611e-11,1.1601406558716637e-9,4.107275703294229e-10,Cdk1/Aurkb/Nusap1/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,8
GO:0007051,spindle organization,7/18,210/25615,0.03333333333333333,47.43518518518518,17.91750979409263,6.638374609019087e-11,1.419590877928697e-9,5.025813975249269e-10,Tpx2/Aurkb/Ccnb1/Cdc20/Kif11/Ccnb2/Plk1,7
GO:0033044,regulation of chromosome organization,7/18,242/25615,0.028925619834710745,41.1627640036731,16.646609333006733,1.7940424538806257e-10,3.6943985346578808e-9,1.3079373835309047e-9,Cdk1/Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,7
GO:0007094,mitotic spindle assembly checkpoint signaling,5/18,51/25615,0.09803921568627451,139.51525054466234,26.257217186043626,2.1487999193722333e-10,3.982442517236539e-9,1.4099143330617811e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0071173,spindle assembly checkpoint signaling,5/18,51/25615,0.09803921568627451,139.51525054466234,26.257217186043626,2.1487999193722333e-10,3.982442517236539e-9,1.4099143330617811e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0071174,mitotic spindle checkpoint signaling,5/18,51/25615,0.09803921568627451,139.51525054466234,26.257217186043626,2.1487999193722333e-10,3.982442517236539e-9,1.4099143330617811e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0031577,spindle checkpoint signaling,5/18,52/25615,0.09615384615384616,136.83226495726495,26.000345868562643,2.37638900097452e-10,4.166534459192766e-9,1.4750888751780523e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0033046,negative regulation of sister chromatid segregation,5/18,53/25615,0.09433962264150944,134.2505241090147,25.75074904042251,2.62281845452782e-10,4.166534459192766e-9,1.4750888751780523e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0033048,negative regulation of mitotic sister chromatid segregation,5/18,53/25615,0.09433962264150944,134.2505241090147,25.75074904042251,2.62281845452782e-10,4.166534459192766e-9,1.4750888751780523e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0045841,negative regulation of mitotic metaphase/anaphase transition,5/18,53/25615,0.09433962264150944,134.2505241090147,25.75074904042251,2.62281845452782e-10,4.166534459192766e-9,1.4750888751780523e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:2000816,negative regulation of mitotic sister chromatid separation,5/18,53/25615,0.09433962264150944,134.2505241090147,25.75074904042251,2.62281845452782e-10,4.166534459192766e-9,1.4750888751780523e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0007052,mitotic spindle organization,6/18,133/25615,0.045112781954887216,64.19799498746866,19.377278706826154,3.084652852577351e-10,4.560496890869518e-9,1.61456440475691e-9,Tpx2/Aurkb/Ccnb1/Cdc20/Kif11/Plk1,6
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,5/18,55/25615,0.09090909090909091,129.36868686868686,25.27204810622247,3.1768061429174116e-10,4.560496890869518e-9,1.61456440475691e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:1905819,negative regulation of chromosome separation,5/18,55/25615,0.09090909090909091,129.36868686868686,25.27204810622247,3.1768061429174116e-10,4.560496890869518e-9,1.61456440475691e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:1901987,regulation of cell cycle phase transition,8/18,450/25615,0.017777777777777778,25.29876543209876,13.790258877341635,3.1989096896386906e-10,4.560496890869518e-9,1.61456440475691e-9,Cdk1/Cenpf/Aurkb/Ube2c/Ccnb1/Cdc20/Plk1/Bub1,8
GO:0051985,negative regulation of chromosome segregation,5/18,57/25615,0.08771929824561403,124.82943469785576,24.818658664585517,3.820429406369325e-10,5.310396874853362e-9,1.8800534183975364e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0051225,spindle assembly,6/18,140/25615,0.04285714285714286,60.98809523809524,18.87349866392128,4.2087797003329294e-10,5.707515886305143e-9,2.0206464800057966e-9,Tpx2/Aurkb/Cdc20/Kif11/Ccnb2/Plk1,6
GO:0007093,mitotic cell cycle checkpoint signaling,6/18,144/25615,0.041666666666666664,59.29398148148148,18.60211769062102,4.991022653289619e-10,6.607163321973876e-9,2.339150967832478e-9,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0000086,G2/M transition of mitotic cell cycle,6/18,149/25615,0.040268456375838924,57.304250559284114,18.2782397656371,6.134990566129036e-10,7.932685476204055e-9,2.8084289739684934e-9,Cdk1/Cenpf/Aurkb/Ccnb1/Cdc20/Plk1,6
GO:0045839,negative regulation of mitotic nuclear division,5/18,63/25615,0.07936507936507936,112.94091710758379,23.58995470060984,6.397032053867339e-10,8.083522322614183e-9,2.8618301293617042e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:1901970,positive regulation of mitotic sister chromatid separation,4/18,22/25615,0.18181818181818182,258.73737373737373,32.07070905320822,1.2383731501692785e-9,1.5300788255424864e-8,5.416977288459768e-9,Aurkb/Ube2c/Cdc20/Plk1,4
GO:0051784,negative regulation of nuclear division,5/18,74/25615,0.06756756756756757,96.1524024024024,21.736874105350847,1.4592600075584832e-9,1.76380122652721e-8,6.244430695959642e-9,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:0090307,mitotic spindle assembly,5/18,77/25615,0.06493506493506493,92.40620490620492,21.301393739575506,1.7875463040321994e-9,2.1146292447700062e-8,7.486476122150533e-9,Tpx2/Aurkb/Cdc20/Kif11/Plk1,5
GO:1901991,negative regulation of mitotic cell cycle phase transition,6/18,184/25615,0.03260869565217391,46.403985507246375,16.390854301823662,2.1876511637141135e-9,2.534029264635515e-8,8.971288763476738e-9,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0000075,cell cycle checkpoint signaling,6/18,195/25615,0.03076923076923077,43.78632478632478,15.904313838011234,3.1001827975400037e-9,3.5177584396576365e-8,1.2454010378946953e-8,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:2001251,negative regulation of chromosome organization,5/18,96/25615,0.052083333333333336,74.11747685185186,19.032919369741002,5.485715875571475e-9,6.10011605363548e-8,2.1596397236460336e-8,Aurkb/Ccnb1/Cdc20/Plk1/Bub1,5
GO:1905820,positive regulation of chromosome separation,4/18,33/25615,0.12121212121212122,172.49158249158248,26.14044349677891,6.894178664233138e-9,7.516006543752206e-8,2.660911063388229e-8,Aurkb/Ube2c/Cdc20/Plk1,4
GO:1901992,positive regulation of mitotic cell cycle phase transition,5/18,102/25615,0.049019607843137254,69.75762527233117,18.4510298323466,7.4562069739083e-9,7.972405918255798e-8,2.8224913038883648e-8,Cdk1/Ube2c/Ccnb1/Cdc20/Plk1,5
GO:0045930,negative regulation of mitotic cell cycle,6/18,240/25615,0.025,35.576388888888886,14.271270913782864,1.0738063624410694e-8,1.1264836556928955e-7,3.9881189627900695e-8,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0010389,regulation of G2/M transition of mitotic cell cycle,5/18,111/25615,0.04504504504504504,64.10160160160162,17.66762378517448,1.1429507450335795e-8,1.1768159522938337e-7,4.166311682676011e-8,Cdk1/Cenpf/Aurkb/Ccnb1/Plk1,5
GO:1901989,positive regulation of cell cycle phase transition,5/18,120/25615,0.041666666666666664,59.29398148148149,16.973337796467703,1.6930674091747356e-8,1.7115372354566418e-7,6.05939914862537e-8,Cdk1/Ube2c/Ccnb1/Cdc20/Plk1,5
GO:1901988,negative regulation of cell cycle phase transition,6/18,264/25615,0.022727272727272728,32.342171717171716,13.574189957265538,1.8948397712367516e-8,1.8813052014422034e-7,6.660433030475049e-8,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:1902749,regulation of cell cycle G2/M phase transition,5/18,124/25615,0.04032258064516129,57.3812724014337,16.6890916535619,1.9968093380881034e-8,1.9477648982052378e-7,6.895721998568336e-8,Cdk1/Cenpf/Aurkb/Ccnb1/Plk1,5
GO:0030261,chromosome condensation,4/18,47/25615,0.0851063829787234,121.1111111111111,21.85567155874826,2.986728235951949e-8,2.863139481360834e-7,1.0136446100236196e-7,Top2a/Cdk1/Nusap1/Ccnb1,4
GO:0045931,positive regulation of mitotic cell cycle,5/18,138/25615,0.036231884057971016,51.55998389694042,15.792567708084132,3.417284140356161e-8,3.2203559017593656e-7,1.1401108550340804e-7,Cdk1/Ube2c/Ccnb1/Cdc20/Plk1,5
GO:0045840,positive regulation of mitotic nuclear division,4/18,50/25615,0.08,113.84444444444443,21.179841577768233,3.8513213641488326e-8,3.5688911307779185e-7,1.2635036756067225e-7,Nusap1/Ube2c/Cdc20/Plk1,4
GO:0010948,negative regulation of cell cycle process,6/18,310/25615,0.01935483870967742,27.54301075268817,12.468329763596019,4.9175049904459876e-8,4.4821848765376543e-7,1.5868394015761858e-7,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0061982,meiosis I cell cycle process,5/18,151/25615,0.033112582781456956,47.12104488594555,15.07317424402543,5.364653182916085e-8,4.81088253177636e-7,1.7032090750514566e-7,Top2a/Cdc20/Pttg1/Ccnb2/Plk1,5
GO:0051321,meiotic cell cycle,6/18,370/25615,0.016216216216216217,23.076576576576574,11.342931868744504,1.3985306686251928e-7,1.2342588123104876e-6,4.3696781124964255e-7,Mki67/Top2a/Cdc20/Pttg1/Ccnb2/Plk1,6
GO:0051785,positive regulation of nuclear division,4/18,70/25615,0.05714285714285714,81.31746031746032,17.8437633483199,1.5199634602137301e-7,1.320468256060678e-6,4.6748876161178873e-7,Nusap1/Ube2c/Cdc20/Plk1,4
GO:0045786,negative regulation of cell cycle,6/18,386/25615,0.015544041450777202,22.120034542314333,11.087118237370964,1.7943376818582605e-7,1.5348488478664505e-6,5.433864720769145e-7,Cdk1/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0010639,negative regulation of organelle organization,6/18,388/25615,0.015463917525773196,22.006013745704465,11.056231548203247,1.849720736396891e-7,1.5582495900555627e-6,5.516710968201254e-7,Tpx2/Aurkb/Ccnb1/Cdc20/Plk1/Bub1,6
GO:0045842,positive regulation of mitotic metaphase/anaphase transition,3/18,18/25615,0.16666666666666666,237.17592592592592,26.580170714816695,2.3617680671933357e-7,1.9599149930738724e-6,6.938737290890083e-7,Ube2c/Cdc20/Plk1,3
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,3/18,19/25615,0.15789473684210525,224.69298245614033,25.865657976676996,2.8033676321267334e-7,2.2921652992095054e-6,8.115011566682649e-7,Ube2c/Cdc20/Plk1,3
GO:0140013,meiotic nuclear division,5/18,223/25615,0.02242152466367713,31.907075236671652,12.292559160108814,3.735457904221584e-7,3.0100211518075372e-6,1.0656455043317105e-6,Top2a/Cdc20/Pttg1/Ccnb2/Plk1,5
GO:0051988,regulation of attachment of spindle microtubules to kinetochore,3/18,21/25615,0.14285714285714285,203.29365079365078,24.592531574996023,3.844379896482105e-7,3.0535360320629294e-6,1.0810511889355696e-6,Cdk1/Aurkb/Ccnb1,3
GO:0140694,membraneless organelle assembly,6/18,488/25615,0.012295081967213115,17.49658469945355,9.75694941174012,7.08701726692197e-7,5.549833240012135e-6,1.9648216885313693e-6,Tpx2/Aurkb/Cdc20/Kif11/Ccnb2/Plk1,6
GO:1903046,meiotic cell cycle process,5/18,256/25615,0.01953125,27.794053819444446,11.425435609764207,7.386996730632507e-7,5.704403030877325e-6,2.019544427819121e-6,Top2a/Cdc20/Pttg1/Ccnb2/Plk1,5
GO:0051310,metaphase chromosome alignment,4/18,106/25615,0.03773584905660377,53.700209643605874,14.41779942587687,8.106272993933832e-7,6.174092855653714e-6,2.1858299204983802e-6,Cdk1/Cenpf/Aurkb/Ccnb1,4
GO:0045132,meiotic chromosome segregation,4/18,111/25615,0.036036036036036036,51.28128128128128,14.078101641902956,9.751472386604985e-7,7.326781955341042e-6,2.593919397290373e-6,Top2a/Pttg1/Ccnb2/Plk1,4
GO:0007064,mitotic sister chromatid cohesion,3/18,30/25615,0.1,142.30555555555554,20.53560842123291,1.168916201592692e-6,8.66556544114049e-6,3.0678923466362584e-6,Cdc20/Pttg1/Bub1,3
GO:0051984,positive regulation of chromosome segregation,3/18,31/25615,0.0967741935483871,137.71505376344086,20.197303065660595,1.293588739585645e-6,9.463622884337087e-6,3.3504306690099115e-6,Cdk1/Aurkb/Ccnb1,3
GO:0050000,chromosome localization,4/18,128/25615,0.03125,44.47048611111111,13.074363130988226,1.7241056846109725e-6,1.2449386501866243e-5,4.407488216298727e-6,Cdk1/Cenpf/Aurkb/Ccnb1,4
GO:0007127,meiosis I,4/18,140/25615,0.02857142857142857,40.65873015873016,12.477458864009344,2.4644975162915044e-6,1.7567443834077905e-5,6.219447173367224e-6,Top2a/Pttg1/Ccnb2/Plk1,4
GO:0007143,female meiotic nuclear division,3/18,50/25615,0.06,85.38333333333333,15.837958533119421,5.593672928539503e-6,3.936812845908815e-5,1.3937599435534805e-5,Top2a/Ccnb2/Plk1,3
GO:0008608,attachment of spindle microtubules to kinetochore,3/18,53/25615,0.05660377358490566,80.5503144654088,15.37314916832549,6.676773952178392e-6,4.6403578967639824e-5,1.6428378013912625e-5,Cdk1/Aurkb/Ccnb1,3
GO:0007292,female gamete generation,4/18,189/25615,0.021164021164021163,30.11757789535567,10.654364430238028,8.102720851771764e-6,5.561867646401359e-5,1.9690822602746197e-5,Top2a/Ccnb1/Ccnb2/Plk1,4
GO:0007062,sister chromatid cohesion,3/18,61/25615,0.04918032786885246,69.9863387978142,14.304707772680052,1.0221715705816145e-5,6.930821868821678e-5,2.453736632846751e-5,Cdc20/Pttg1/Bub1,3
GO:0007080,mitotic metaphase chromosome alignment,3/18,63/25615,0.047619047619047616,67.76455026455027,14.069678514726304,1.1268630172620793e-5,7.548624549370073e-5,2.6724588995308665e-5,Cdk1/Aurkb/Ccnb1,3
GO:0022411,cellular component disassembly,5/18,472/25615,0.01059322033898305,15.074741054613936,8.184332898880044,1.4615730553199671e-5,9.674221651879782e-5,3.4249894905367655e-5,Top2a/Tpx2/Cdk1/Aurkb/Plk1,5
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,3/18,75/25615,0.04,56.92222222222222,12.861304693917711,1.9060530173686603e-5,1.246782914890559e-4,4.4140175139063714e-5,Cdk1/Aurkb/Plk1,3
GO:1902750,negative regulation of cell cycle G2/M phase transition,3/18,77/25615,0.03896103896103896,55.443722943722946,12.687619842248562,2.063018187803939e-5,1.3337652469988257e-4,4.7219632939943285e-5,Cdk1/Aurkb/Plk1,3
GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,2/18,10/25615,0.2,284.6111111111111,23.787087612051703,2.0917755173022294e-5,1.3368128593333788e-4,4.73275283406554e-5,Cdk1/Aurkb,2
GO:0051081,nuclear membrane disassembly,2/18,11/25615,0.18181818181818182,258.73737373737373,22.672543985750753,2.555550000282761e-5,1.614642954724108e-4,5.7163618427377547e-5,Cdk1/Plk1,2
GO:0030397,membrane disassembly,2/18,12/25615,0.16666666666666666,237.17592592592592,21.70007538251916,3.065383136416048e-5,1.8525576346166552e-4,6.558657282720836e-5,Cdk1/Plk1,2
GO:0051231,spindle elongation,2/18,12/25615,0.16666666666666666,237.17592592592592,21.70007538251916,3.065383136416048e-5,1.8525576346166552e-4,6.558657282720836e-5,Aurkb/Kif11,2
GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,2/18,12/25615,0.16666666666666666,237.17592592592592,21.70007538251916,3.065383136416048e-5,1.8525576346166552e-4,6.558657282720836e-5,Aurkb/Ccnb1,2
GO:0055015,ventricular cardiac muscle cell development,2/18,12/25615,0.16666666666666666,237.17592592592592,21.70007538251916,3.065383136416048e-5,1.8525576346166552e-4,6.558657282720836e-5,Cdk1/Ccnb1,2
GO:0000281,mitotic cytokinesis,3/18,93/25615,0.03225806451612903,45.90501792114695,11.504279303884992,3.634095568837318e-5,2.1726420820145686e-4,7.69186045696184e-5,Aurkb/Nusap1/Plk1,3
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,3/18,102/25615,0.029411764705882353,41.85457516339869,10.963278358466766,4.7894782874585105e-5,2.832925455135034e-4,1.0029478608675717e-4,Cdk1/Cdc20/Plk1,3
GO:0090235,regulation of metaphase plate congression,2/18,15/25615,0.13333333333333333,189.74074074074073,19.38972827434421,4.870657127758453e-5,2.850616171614421e-4,1.0092109505715574e-4,Cdk1/Aurkb,2
GO:0034501,protein localization to kinetochore,2/18,16/25615,0.125,177.88194444444443,18.767758907833226,5.564147794466302e-5,3.2225689309617334e-4,1.1408943394355245e-4,Cdk1/Aurkb,2
GO:2001252,positive regulation of chromosome organization,3/18,110/25615,0.02727272727272727,38.81060606060606,10.538474238633755,5.999055857450913e-5,3.4386340791161933e-4,1.2173884377030068e-4,Cdk1/Aurkb/Bub1,3
GO:0051299,centrosome separation,2/18,17/25615,0.11764705882352941,167.41830065359474,18.201322603059552,6.303408827116506e-5,3.540096270582603e-4,1.2533093574383696e-4,Kif11/Plk1,2
GO:1903083,protein localization to condensed chromosome,2/18,17/25615,0.11764705882352941,167.41830065359474,18.201322603059552,6.303408827116506e-5,3.540096270582603e-4,1.2533093574383696e-4,Cdk1/Aurkb,2
GO:0044771,meiotic cell cycle phase transition,2/18,18/25615,0.1111111111111111,158.1172839506173,17.682599161125164,7.088382720422064e-5,3.9411407925546676e-4,1.3952921775988694e-4,Cdc20/Ccnb2,2
GO:0061640,cytoskeleton-dependent cytokinesis,3/18,120/25615,0.025,35.576388888888886,10.067535506724301,7.772161000899389e-5,4.2785361549505543e-4,1.5147411226348992e-4,Aurkb/Nusap1/Plk1,3
GO:0055012,ventricular cardiac muscle cell differentiation,2/18,19/25615,0.10526315789473684,149.7953216374269,17.205228593873954,7.919012019728047e-5,4.3166379244792097e-4,1.5282303897720792e-4,Cdk1/Ccnb1,2
GO:0034502,protein localization to chromosome,3/18,122/25615,0.02459016393442623,34.9931693989071,9.980252332579559,8.163498909397659e-5,4.4067042656554357e-4,1.560116807416824e-4,Cdk1/Aurkb/Plk1,3
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,2/18,24/25615,0.08333333333333333,118.58796296296296,15.282882717335589,1.2754982232927417e-4,6.754066782388232e-4,2.3911595764986737e-4,Aurkb/Ccnb1,2
GO:1903504,regulation of mitotic spindle checkpoint,2/18,24/25615,0.08333333333333333,118.58796296296296,15.282882717335589,1.2754982232927417e-4,6.754066782388232e-4,2.3911595764986737e-4,Aurkb/Ccnb1,2
GO:0031145,anaphase-promoting complex-dependent catabolic process,2/18,25/25615,0.08,113.84444444444443,14.96909225885895,1.3858340251221443e-4,7.134478870073262e-4,2.5258378430588794e-4,Ube2c/Cdc20,2
GO:0051315,attachment of mitotic spindle microtubules to kinetochore,2/18,25/25615,0.08,113.84444444444443,14.96909225885895,1.3858340251221443e-4,7.134478870073262e-4,2.5258378430588794e-4,Cdk1/Aurkb,2
GO:0090231,regulation of spindle checkpoint,2/18,25/25615,0.08,113.84444444444443,14.96909225885895,1.3858340251221443e-4,7.134478870073262e-4,2.5258378430588794e-4,Aurkb/Ccnb1,2
GO:1990166,protein localization to site of double-strand break,2/18,26/25615,0.07692307692307693,109.46581196581195,14.673486250750916,1.5006952907526398e-4,7.654922767508877e-4,2.7100919301858387e-4,Cdk1/Plk1,2
GO:0071459,"protein localization to chromosome, centromeric region",2/18,27/25615,0.07407407407407407,105.41152263374484,14.394366662104078,1.6200763150915178e-4,8.188749374462581e-4,2.899083932269032e-4,Cdk1/Aurkb,2
GO:0031109,microtubule polymerization or depolymerization,3/18,157/25615,0.01910828025477707,27.192144373673035,8.729495832967602,1.722765871312509e-4,8.629349769817612e-4,3.055070819681737e-4,Tpx2/Cdk1/Aurkb,3
GO:0070507,regulation of microtubule cytoskeleton organization,3/18,169/25615,0.01775147928994083,25.261341222879683,8.391291688502958,2.1403882827001518e-4,0.0010450283727627028,3.699740736588895e-4,Tpx2/Aurkb/Plk1,3
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,2/18,31/25615,0.06451612903225806,91.8100358422939,13.415624430678276,2.1426840736501462e-4,0.0010450283727627028,3.699740736588895e-4,Cdk1/Ccnb1,2
GO:0060045,positive regulation of cardiac muscle cell proliferation,2/18,31/25615,0.06451612903225806,91.8100358422939,13.415624430678276,2.1426840736501462e-4,0.0010450283727627028,3.699740736588895e-4,Cdk1/Ccnb1,2
GO:1902275,regulation of chromatin organization,2/18,33/25615,0.06060606060606061,86.24579124579124,12.994006802101751,2.430958542128857e-4,0.0011753156081944734,4.160999976000881e-4,Mki67/Cdk1,2
