ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0050727,regulation of inflammatory response,9/15,15/483,0.6,19.32,12.891231111853676,6.3916951161823035e-12,3.7536682227761526e-10,6.911593761996175e-11,Il6/Ccl5/Tnf/Nfkbia/Socs3/Stat3/Ptgs2/Il1b/Tlr2,9
GO:0040011,locomotion,11/15,30/483,0.36666666666666664,11.806666666666667,10.930738490265291,8.60227583732493e-12,4.6308918257599213e-10,8.526817277348397e-11,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,11
GO:0007166,cell surface receptor signaling pathway,14/15,72/483,0.19444444444444445,6.261111111111111,8.655039082131838,1.1117014483568637e-11,5.05199887000062e-10,9.302197691218348e-11,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Cxcl1/Il1b/Tlr2,14
GO:0030154,cell differentiation,15/15,96/483,0.15625,5.03125,7.891618606519782,1.1730647530961191e-11,5.05199887000062e-10,9.302197691218348e-11,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0048869,cellular developmental process,15/15,96/483,0.15625,5.03125,7.891618606519782,1.1730647530961191e-11,5.05199887000062e-10,9.302197691218348e-11,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0071345,cellular response to cytokine stimulus,12/15,42/483,0.2857142857142857,9.2,9.946388647677466,1.4302388707614748e-11,5.774589440699455e-10,1.0632696868160964e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Stat3/Cxcl1/Il1b/Tlr2,12
GO:0071310,cellular response to organic substance,13/15,56/483,0.23214285714285715,7.475,9.216500921671743,1.5637637343300666e-11,5.942302190454253e-10,1.094150476651997e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Stat3/Cxcl1/Il1b/Tlr2,13
GO:0045595,regulation of cell differentiation,12/15,43/483,0.27906976744186046,8.986046511627906,9.812641827656888,1.9714970515061245e-11,7.04382856347588e-10,1.296973484883126e-10,Il6/Cxcl10/Ccl5/Tnf/Nfkbia/Socs3/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,12
GO:0010033,response to organic substance,14/15,75/483,0.18666666666666668,6.010666666666667,8.443884509167342,2.0717142833752587e-11,7.04382856347588e-10,1.296973484883126e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,14
GO:0042221,response to chemical,15/15,102/483,0.14705882352941177,4.735294117647059,7.596413974964417,3.128013908885403e-11,1.0103484925699853e-9,1.8603451142318452e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0006950,response to stress,15/15,103/483,0.14563106796116504,4.689320388349515,7.549521183629213,3.661198097899953e-11,1.1262542720206522e-9,2.0737613286350612e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0050900,leukocyte migration,8/15,12/483,0.6666666666666666,21.466666666666665,12.840250841179014,4.359520548550168e-11,1.2801137610742767e-9,2.35706134921612e-10,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Cxcl1/Il1b/Tlr2,8
GO:0033993,response to lipid,10/15,25/483,0.4,12.88,10.909376446777678,4.888992101004607e-11,1.3731690857604243e-9,2.528403237590483e-10,Il6/Cxcl10/Ccl2/Tnf/Nfkbia/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,10
GO:0030335,positive regulation of cell migration,9/15,18/483,0.5,16.1,11.677044775534016,5.996630624506327e-11,1.549529353372435e-9,2.8531337287124843e-10,Cxcl10/Ccl2/Ccl5/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,9
GO:2000147,positive regulation of cell motility,9/15,18/483,0.5,16.1,11.677044775534016,5.996630624506327e-11,1.549529353372435e-9,2.8531337287124843e-10,Cxcl10/Ccl2/Ccl5/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,9
GO:0035556,intracellular signal transduction,13/15,63/483,0.20634920634920634,6.644444444444444,8.592371669229879,8.401881371065004e-11,2.087544371426151e-9,3.8437756879771066e-10,Il6/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,13
GO:0040017,positive regulation of locomotion,9/15,19/483,0.47368421052631576,15.252631578947367,11.335980531241285,1.1261662991820895e-10,2.6343890591447627e-9,4.85067563440375e-10,Cxcl10/Ccl2/Ccl5/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,9
GO:0032101,regulation of response to external stimulus,12/15,49/483,0.24489795918367346,7.885714285714285,9.09386275639845,1.1418404590720333e-10,2.6343890591447627e-9,4.85067563440375e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,12
GO:0030334,regulation of cell migration,10/15,27/483,0.37037037037037035,11.925925925925926,10.449702699505643,1.2369462841304206e-10,2.663557665160839e-9,4.904383512517106e-10,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,10
GO:2000145,regulation of cell motility,10/15,27/483,0.37037037037037035,11.925925925925926,10.449702699505643,1.2369462841304206e-10,2.663557665160839e-9,4.904383512517106e-10,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,10
GO:0016477,cell migration,11/15,38/483,0.2894736842105263,9.321052631578947,9.55732344457811,1.775317233428398e-10,3.5839216649835784e-9,6.599041032151611e-10,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,11
GO:0141124,intracellular signaling cassette,11/15,38/483,0.2894736842105263,9.321052631578947,9.55732344457811,1.775317233428398e-10,3.5839216649835784e-9,6.599041032151611e-10,Il6/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Jun/Fos/Stat3/Il1b/Tlr2,11
GO:0001775,cell activation,10/15,28/483,0.35714285714285715,11.5,10.237851799447753,1.9050464939439556e-10,3.6195883384935155e-9,6.664713740423127e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Il1b/Tlr2,10
GO:0040012,regulation of locomotion,10/15,28/483,0.35714285714285715,11.5,10.237851799447753,1.9050464939439556e-10,3.6195883384935155e-9,6.664713740423127e-10,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,10
GO:0048584,positive regulation of response to stimulus,13/15,67/483,0.19402985074626866,6.2477611940298505,8.27772552491081,2.0007458013685294e-10,3.692805107668771e-9,6.799527084350191e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,13
GO:0048870,cell motility,11/15,39/483,0.28205128205128205,9.082051282051282,9.414746751310018,2.4525167138185893e-10,4.265926474589126e-9,7.85481003142531e-10,Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,11
GO:0032496,response to lipopolysaccharide,8/15,14/483,0.5714285714285714,18.4,11.816070319511356,2.575404528002723e-10,4.265926474589126e-9,7.85481003142531e-10,Il6/Cxcl10/Ccl2/Tnf/Nfkbia/Ptgs2/Cxcl1/Il1b,8
GO:0071216,cellular response to biotic stimulus,8/15,14/483,0.5714285714285714,18.4,11.816070319511356,2.575404528002723e-10,4.265926474589126e-9,7.85481003142531e-10,Il6/Cxcl10/Ccl2/Tnf/Nfkbia/Cxcl1/Il1b/Tlr2,8
GO:0071219,cellular response to molecule of bacterial origin,8/15,14/483,0.5714285714285714,18.4,11.816070319511356,2.575404528002723e-10,4.265926474589126e-9,7.85481003142531e-10,Il6/Cxcl10/Ccl2/Tnf/Nfkbia/Cxcl1/Il1b/Tlr2,8
GO:0045597,positive regulation of cell differentiation,10/15,29/483,0.3448275862068966,11.10344827586207,10.036606956658826,2.878795787599289e-10,4.649255196972852e-9,8.560629578913675e-10,Il6/Ccl5/Tnf/Socs3/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,10
GO:0042127,regulation of cell population proliferation,12/15,53/483,0.22641509433962265,7.290566037735849,8.680398335573644,3.218565027730823e-10,4.96254947375201e-9,9.137495364738098e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,12
GO:0009605,response to external stimulus,14/15,90/483,0.15555555555555556,5.008888888888889,7.54041452052959,3.226425354451771e-10,4.96254947375201e-9,9.137495364738098e-10,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,14
GO:0001568,blood vessel development,9/15,21/483,0.42857142857142855,13.8,10.726174334347537,3.500525192730559e-10,5.139407442054411e-9,9.463142267429501e-10,Cxcl10/Ccl2/Ccl5/Tnf/Socs3/Jun/Stat3/Ptgs2/Il1b,9
GO:0001944,vasculature development,9/15,21/483,0.42857142857142855,13.8,10.726174334347537,3.500525192730559e-10,5.139407442054411e-9,9.463142267429501e-10,Cxcl10/Ccl2/Ccl5/Tnf/Socs3/Jun/Stat3/Ptgs2/Il1b,9
GO:0032103,positive regulation of response to external stimulus,10/15,30/483,0.3333333333333333,10.733333333333333,9.845082168900262,4.275182302212312e-10,6.003842972237291e-9,1.1054819225400258e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Ptgs2/Cxcl1/Il1b/Tlr2,10
GO:0071495,cellular response to endogenous stimulus,10/15,30/483,0.3333333333333333,10.733333333333333,9.845082168900262,4.275182302212312e-10,6.003842972237291e-9,1.1054819225400258e-9,Il6/Ccl2/Tnf/Socs3/Icam1/Jun/Fos/Stat3/Il1b/Tlr2,10
GO:0002376,immune system process,13/15,71/483,0.18309859154929578,5.895774647887324,7.988186715769678,4.501234146115591e-10,6.186802677426961e-9,1.139170119845603e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Jun/Fos/Stat3/Cxcl1/Il1b/Tlr2,13
GO:0008284,positive regulation of cell population proliferation,10/15,31/483,0.3225806451612903,10.387096774193548,9.662491987054839,6.248002102107133e-10,8.237161955022873e-9,1.516700832520099e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Jun/Stat3/Ptgs2/Cxcl1/Il1b,10
GO:0051050,positive regulation of transport,10/15,31/483,0.3225806451612903,10.387096774193548,9.662491987054839,6.248002102107133e-10,8.237161955022873e-9,1.516700832520099e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Ptgs2/Cxcl1/Il1b/Tlr2,10
GO:2000026,regulation of multicellular organismal development,11/15,43/483,0.2558139534883721,8.237209302325581,8.892528062803795,8.143073513254472e-10,1.0520850979124778e-8,1.9371943305215904e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Jun/Fos/Stat3/Il1b/Tlr2,11
GO:0048583,regulation of response to stimulus,14/15,97/483,0.14432989690721648,4.647422680412371,7.18661750993757,9.818876015406254e-10,1.2437242952847921e-8,2.2900577703630686e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,14
GO:0044419,biological process involved in interspecies interaction between organisms,12/15,58/483,0.20689655172413793,6.662068965517241,8.22130781061109,1.0418354222156809e-9,1.2942801591371729e-8,2.383145803853683e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Jun/Ptgs2/Cxcl1/Il1b/Tlr2,12
GO:0008283,cell population proliferation,12/15,59/483,0.2033898305084746,6.549152542372882,8.136094103468936,1.2993960240883012e-9,1.583792135020835e-8,2.916221464190229e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Jun/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,12
GO:0080134,regulation of response to stress,11/15,45/483,0.24444444444444444,7.8711111111111105,8.656501232862903,1.4133181603816166e-9,1.690747280752823e-8,3.113156961464379e-9,Il6/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,11
GO:0045321,leukocyte activation,9/15,24/483,0.375,12.075,9.953807444281885,1.5032977047137885e-9,1.7656914859001953e-8,3.2511510168929776e-9,Il6/Ccl2/Ccl5/Tnf/Icam1/Jun/Stat3/Il1b/Tlr2,9
GO:0070374,positive regulation of ERK1 and ERK2 cascade,7/15,11/483,0.6363636363636364,20.490909090909092,11.695092502975543,1.7180302164479459e-9,1.9818705711167376e-8,3.6491995198988326e-9,Il6/Ccl2/Ccl5/Icam1/Jun/Il1b/Tlr2,7
GO:0030097,hemopoiesis,10/15,34/483,0.29411764705882354,9.470588235294118,9.161700298563634,1.7922722143542138e-9,2.0312418429347757e-8,3.740106375291342e-9,Il6/Ccl5/Tnf/Nfkbia/Jun/Fos/Stat3/Cxcl1/Il1b/Tlr2,10
GO:0009653,anatomical structure morphogenesis,12/15,61/483,0.19672131147540983,6.334426229508197,7.971547306469637,1.9959232152573494e-9,2.1931305453979707e-8,4.038190510509544e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Socs3/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,12
GO:0043410,positive regulation of MAPK cascade,8/15,17/483,0.47058823529411764,15.152941176470588,10.624889598926531,2.00301396561115e-9,2.1931305453979707e-8,4.038190510509544e-9,Il6/Ccl2/Ccl5/Tnf/Icam1/Jun/Il1b/Tlr2,8
GO:0009719,response to endogenous stimulus,10/15,35/483,0.2857142857142857,9.2,9.008554072344738,2.48394662916025e-9,2.6743825373958692e-8,4.924315247282601e-9,Il6/Ccl2/Tnf/Socs3/Icam1/Jun/Fos/Stat3/Il1b/Tlr2,10
GO:0007165,signal transduction,15/15,135/483,0.1111111111111111,3.5777777777777775,6.310575395584926,2.758028950943037e-9,2.873688229530971e-8,5.291294931350818e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0048856,anatomical structure development,15/15,135/483,0.1111111111111111,3.5777777777777775,6.310575395584926,2.758028950943037e-9,2.873688229530971e-8,5.291294931350818e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0019221,cytokine-mediated signaling pathway,9/15,26/483,0.34615384615384615,11.146153846153846,9.512096319517806,3.508735691468237e-9,3.5908032064768695e-8,6.6117119493545095e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Stat3/Cxcl1/Il1b,9
GO:0002252,immune effector process,8/15,18/483,0.4444444444444444,14.31111111111111,10.293671553414093,3.557452093104019e-9,3.5908032064768695e-8,6.6117119493545095e-9,Il6/Ccl2/Tnf/Icam1/Stat3/Cxcl1/Il1b/Tlr2,8
GO:0051049,regulation of transport,11/15,49/483,0.22448979591836735,7.228571428571429,8.225983738152953,3.923261200435935e-9,3.899118054587099e-8,7.179409160311915e-9,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Ptgs2/Cxcl1/Il1b/Tlr2,11
GO:0031347,regulation of defense response,10/15,37/483,0.2702702702702703,8.702702702702704,8.720126612120682,4.618534631585978e-9,4.5205657151583965e-8,8.323674854373453e-9,Il6/Ccl5/Tnf/Nfkbia/Socs3/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,10
GO:0000165,MAPK cascade,8/15,19/483,0.42105263157894735,13.557894736842105,9.988053747245829,6.0627869754209636e-9,5.516282233974567e-8,1.015707825385573e-8,Il6/Ccl2/Ccl5/Tnf/Icam1/Jun/Il1b/Tlr2,8
GO:0001525,angiogenesis,8/15,19/483,0.42105263157894735,13.557894736842105,9.988053747245829,6.0627869754209636e-9,5.516282233974567e-8,1.015707825385573e-8,Cxcl10/Ccl2/Ccl5/Tnf/Jun/Stat3/Ptgs2/Il1b,8
GO:0002521,leukocyte differentiation,8/15,19/483,0.42105263157894735,13.557894736842105,9.988053747245829,6.0627869754209636e-9,5.516282233974567e-8,1.015707825385573e-8,Il6/Ccl5/Tnf/Jun/Fos/Stat3/Il1b/Tlr2,8
GO:0043408,regulation of MAPK cascade,8/15,19/483,0.42105263157894735,13.557894736842105,9.988053747245829,6.0627869754209636e-9,5.516282233974567e-8,1.015707825385573e-8,Il6/Ccl2/Ccl5/Tnf/Icam1/Jun/Il1b/Tlr2,8
GO:0048514,blood vessel morphogenesis,8/15,19/483,0.42105263157894735,13.557894736842105,9.988053747245829,6.0627869754209636e-9,5.516282233974567e-8,1.015707825385573e-8,Cxcl10/Ccl2/Ccl5/Tnf/Jun/Stat3/Ptgs2/Il1b,8
GO:0007275,multicellular organism development,14/15,110/483,0.12727272727272726,4.098181818181818,6.612947117122424,6.2502826486701885e-9,5.607892487556863e-8,1.0325759346487301e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,14
GO:0032502,developmental process,15/15,143/483,0.1048951048951049,3.377622377622378,6.060628474048567,6.85421095362658e-9,6.065507227455851e-8,1.1168361034748429e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0006955,immune response,11/15,52/483,0.21153846153846154,6.811538461538461,7.934149422599578,7.930611281644723e-9,6.830899850589989e-8,1.2577671225626019e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Stat3/Cxcl1/Il1b/Tlr2,11
GO:0051240,positive regulation of multicellular organismal process,11/15,52/483,0.21153846153846154,6.811538461538461,7.934149422599578,7.930611281644723e-9,6.830899850589989e-8,1.2577671225626019e-8,Il6/Ccl2/Ccl5/Tnf/Icam1/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,11
GO:0051239,regulation of multicellular organismal process,13/15,88/483,0.14772727272727273,4.756818181818182,6.9696214036632576,8.60863170794944e-9,7.090482781709324e-8,1.3055638819181255e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Icam1/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,13
GO:0002526,acute inflammatory response,7/15,13/483,0.5384615384615384,17.338461538461537,10.680218294707796,8.671023835217285e-9,7.090482781709324e-8,1.3055638819181255e-8,Il6/Ccl5/Tnf/Icam1/Stat3/Ptgs2/Il1b,7
GO:0071222,cellular response to lipopolysaccharide,7/15,13/483,0.5384615384615384,17.338461538461537,10.680218294707796,8.671023835217285e-9,7.090482781709324e-8,1.3055638819181255e-8,Il6/Cxcl10/Ccl2/Tnf/Nfkbia/Cxcl1/Il1b,7
GO:0071417,cellular response to organonitrogen compound,7/15,13/483,0.5384615384615384,17.338461538461537,10.680218294707796,8.671023835217285e-9,7.090482781709324e-8,1.3055638819181255e-8,Tnf/Socs3/Icam1/Jun/Stat3/Il1b/Tlr2,7
GO:0023052,signaling,15/15,147/483,0.10204081632653061,3.2857142857142856,5.942335846395364,1.0592046094791741e-8,8.55307722154433e-8,1.5748700114624563e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0060284,regulation of cell development,9/15,29/483,0.3103448275862069,9.993103448275862,8.933607830363895,1.0853870872665088e-8,8.656297016964996e-8,1.5938757746733655e-8,Il6/Ccl5/Tnf/Nfkbia/Jun/Fos/Stat3/Il1b/Tlr2,9
GO:0048522,positive regulation of cellular process,15/15,148/483,0.10135135135135136,3.263513513513514,5.913406957362382,1.1786637759617875e-8,9.285570722820912e-8,1.709743346388729e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0007154,cell communication,15/15,149/483,0.10067114093959731,3.241610738255033,5.88472701542896,1.3106037508828856e-8,1.0200602687594508e-7,1.878227315786507e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
GO:0051094,positive regulation of developmental process,10/15,41/483,0.24390243902439024,7.853658536585366,8.204450119476608,1.4270636925886435e-8,1.0974799350145997e-7,2.0207794143172522e-8,Il6/Ccl5/Tnf/Socs3/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,10
GO:0022603,regulation of anatomical structure morphogenesis,8/15,21/483,0.38095238095238093,12.266666666666667,9.44126803387882,1.588952108877441e-8,1.2076036027468552e-7,2.2235490811535707e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Icam1/Stat3/Il1b,8
GO:0030099,myeloid cell differentiation,7/15,14/483,0.5,16.1,10.25417596693227,1.7084507217634245e-8,1.254158143476332e-7,2.3092695162591742e-8,Ccl5/Tnf/Nfkbia/Jun/Fos/Stat3/Tlr2,7
GO:0070371,ERK1 and ERK2 cascade,7/15,14/483,0.5,16.1,10.25417596693227,1.7084507217634245e-8,1.254158143476332e-7,2.3092695162591742e-8,Il6/Ccl2/Ccl5/Icam1/Jun/Il1b/Tlr2,7
GO:0070372,regulation of ERK1 and ERK2 cascade,7/15,14/483,0.5,16.1,10.25417596693227,1.7084507217634245e-8,1.254158143476332e-7,2.3092695162591742e-8,Il6/Ccl2/Ccl5/Icam1/Jun/Il1b/Tlr2,7
GO:0048731,system development,13/15,93/483,0.13978494623655913,4.501075268817204,6.719807629800259,1.818153857107405e-8,1.3196936985296445e-7,2.4299395133428354e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Il1b/Tlr2,13
GO:0009966,regulation of signal transduction,12/15,73/483,0.1643835616438356,5.293150684931506,7.1201944761447065,1.9462322150490374e-8,1.3969622343574202e-7,2.5722133368484352e-8,Il6/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Stat3/Ptgs2/Il1b/Tlr2,12
GO:0009617,response to bacterium,9/15,31/483,0.2903225806451613,9.348387096774195,8.593309024913376,2.1334924427742514e-8,1.4819743204646952e-7,2.7287452861741985e-8,Il6/Cxcl10/Ccl2/Tnf/Nfkbia/Ptgs2/Cxcl1/Il1b/Tlr2,9
GO:0019220,regulation of phosphate metabolic process,9/15,31/483,0.2903225806451613,9.348387096774195,8.593309024913376,2.1334924427742514e-8,1.4819743204646952e-7,2.7287452861741985e-8,Il6/Ccl5/Tnf/Socs3/Icam1/Jun/Stat3/Ptgs2/Il1b,9
GO:0051174,regulation of phosphorus metabolic process,9/15,31/483,0.2903225806451613,9.348387096774195,8.593309024913376,2.1334924427742514e-8,1.4819743204646952e-7,2.7287452861741985e-8,Il6/Ccl5/Tnf/Socs3/Icam1/Jun/Stat3/Ptgs2/Il1b,9
GO:0001819,positive regulation of cytokine production,8/15,22/483,0.36363636363636365,11.70909090909091,9.195168777256626,2.4634676560788117e-8,1.692978835986077e-7,3.117265902988866e-8,Il6/Ccl2/Ccl5/Tnf/Stat3/Ptgs2/Il1b/Tlr2,8
GO:0048518,positive regulation of biological process,15/15,156/483,0.09615384615384616,3.0961538461538463,5.690596589668879,2.6990900239370096e-8,1.8353812162771664e-7,3.379470057671824e-8,Il6/Cxcl10/Ccl2/Ccl5/Tnf/Nfkbia/Socs3/Icam1/Jun/Fos/Stat3/Ptgs2/Cxcl1/Il1b/Tlr2,15
